GEOID,expected_in_aoi,file_present,path,readable,crs,pixel_size_x,pixel_size_y,width,height,sampled_valid_fraction,unmasked_nonfinite_count,sampled_min,sampled_max,qa_status,qa_note
13079,1,1,13079_ndvi.tif,1,EPSG:5070,90.0,90.0,516,407,0.5022712987829266,0,-0.4068279564380646,0.9849634170532227,pass,
13083,1,1,13083_ndvi.tif,1,EPSG:5070,90.0,90.0,243,464,0.5001596424010217,0,0.06253395974636078,0.9798535704612732,pass,
13085,1,1,13085_ndvi.tif,1,EPSG:5070,90.0,90.0,428,358,0.45302302511355924,0,-0.060159262269735336,0.9947826266288757,pass,
13089,1,1,13089_ndvi.tif,1,EPSG:5070,90.0,90.0,361,412,0.5879165209907754,0,-0.7779207229614258,0.9624539017677307,pass,
13095,1,1,13095_ndvi.tif,1,EPSG:5070,90.0,90.0,515,320,0.654872572815534,0,-0.13768763840198517,0.9766066670417786,pass,
13097,1,1,13097_ndvi.tif,1,EPSG:5070,90.0,90.0,337,321,0.6004880889653068,0,-0.209327831864357,0.9935933351516724,pass,
13101,1,1,13101_ndvi.tif,1,EPSG:5070,90.0,90.0,614,327,0.6753080516789688,0,-0.2294272929430008,0.9781365394592285,pass,
13103,1,1,13103_ndvi.tif,1,EPSG:5070,90.0,90.0,479,612,0.5316597759493498,0,-0.12326685339212418,0.9779862761497498,pass,
13113,1,1,13113_ndvi.tif,1,EPSG:5070,90.0,90.0,271,369,0.6457564575645757,0,-0.20398923754692078,0.9891766905784607,pass,
13115,1,1,13115_ndvi.tif,1,EPSG:5070,90.0,90.0,457,667,0.547944845957765,0,-0.1802816390991211,0.9402433633804321,pass,
13117,1,1,13117_ndvi.tif,1,EPSG:5070,90.0,90.0,343,370,0.6286187061697266,0,-0.9900000095367432,0.9675338268280029,pass,
13121,1,1,13121_ndvi.tif,1,EPSG:5070,90.0,90.0,684,905,0.2792526897353882,0,-0.25287356972694397,0.9799513816833496,pass,
13127,1,1,13127_ndvi.tif,1,EPSG:5070,90.0,90.0,520,508,0.568288158691702,0,-0.296286940574646,0.9815921187400818,pass,
13135,1,1,13135_ndvi.tif,1,EPSG:5070,90.0,90.0,489,508,0.5672391027808641,0,-0.35960453748703003,0.9648457765579224,pass,
13139,1,1,13139_ndvi.tif,1,EPSG:5070,90.0,90.0,426,526,0.6167461040004284,0,-0.9908397197723389,0.9891548752784729,pass,
13143,1,1,13143_ndvi.tif,1,EPSG:5070,90.0,90.0,368,346,0.7168415431012817,0,0.002976184943690896,0.9686365127563477,pass,
13145,1,1,13145_ndvi.tif,1,EPSG:5070,90.0,90.0,546,371,0.7512316973233415,0,-0.3554420471191406,0.9830978512763977,pass,
13149,1,1,13149_ndvi.tif,1,EPSG:5070,90.0,90.0,392,392,0.6320022907122033,0,-0.07471153885126114,0.9873668551445007,pass,
13151,1,1,13151_ndvi.tif,1,EPSG:5070,90.0,90.0,437,421,0.5736858411649283,0,-0.14646492898464203,0.9816174507141113,pass,
13153,1,1,13153_ndvi.tif,1,EPSG:5070,90.0,90.0,386,514,0.6183494284389428,0,0.06718176603317261,0.9890742897987366,pass,
13159,1,1,13159_ndvi.tif,1,EPSG:5070,90.0,90.0,356,504,0.6714207686820046,0,-0.07187667489051819,0.9832867383956909,pass,
13169,1,1,13169_ndvi.tif,1,EPSG:5070,90.0,90.0,504,437,0.5783435036867531,0,-0.45622414350509644,0.9813822507858276,pass,
13171,1,1,13171_ndvi.tif,1,EPSG:5070,90.0,90.0,247,344,0.7069838056680162,0,0.0782604068517685,0.9484264850616455,pass,
13173,1,1,13173_ndvi.tif,1,EPSG:5070,90.0,90.0,271,422,0.5648904356342141,0,-0.3842197358608246,0.9834668040275574,pass,
13177,1,1,13177_ndvi.tif,1,EPSG:5070,90.0,90.0,437,404,0.661027029476403,0,-0.022533224895596504,0.9749006032943726,pass,
13179,1,1,13179_ndvi.tif,1,EPSG:5070,90.0,90.0,793,570,0.38651799738943826,0,-0.3016405999660492,0.9902417063713074,pass,
13181,1,1,13181_ndvi.tif,1,EPSG:5070,90.0,90.0,485,403,0.4259548233608759,0,-0.3078901767730713,0.9449859857559204,pass,
13183,1,1,13183_ndvi.tif,1,EPSG:5070,90.0,90.0,527,558,0.44340046112097287,0,-0.395966112613678,0.9875503778457642,pass,
13185,1,1,13185_ndvi.tif,1,EPSG:5070,90.0,90.0,511,501,0.64290987496631,0,-0.2977134585380554,0.9807630181312561,pass,
13189,1,1,13189_ndvi.tif,1,EPSG:5070,90.0,90.0,407,416,0.5090897278397278,0,-0.0757671445608139,0.9623290300369263,pass,
13191,1,1,13191_ndvi.tif,1,EPSG:5070,90.0,90.0,513,488,0.6115345284887994,0,-0.3027711808681488,0.9991620779037476,pass,
13195,1,1,13195_ndvi.tif,1,EPSG:5070,90.0,90.0,456,359,0.5639568978155696,0,0.067947156727314,0.9711088538169861,pass,
13197,1,1,13197_ndvi.tif,1,EPSG:5070,90.0,90.0,306,538,0.7188692081541415,0,-0.4285542070865631,0.9724118709564209,pass,
13199,1,1,13199_ndvi.tif,1,EPSG:5070,90.0,90.0,411,489,0.8087710656337229,0,-0.22324101626873016,0.9869276881217957,pass,
13207,1,1,13207_ndvi.tif,1,EPSG:5070,90.0,90.0,424,468,0.6465237461699725,0,-0.049435243010520935,0.9732444286346436,pass,
13211,1,1,13211_ndvi.tif,1,EPSG:5070,90.0,90.0,435,476,0.5519704433497536,0,-0.2930680513381958,0.9888572096824646,pass,
13213,1,1,13213_ndvi.tif,1,EPSG:5070,90.0,90.0,342,508,0.6450073675001151,0,-0.22461703419685364,0.9734475016593933,pass,
13215,1,1,13215_ndvi.tif,1,EPSG:5070,90.0,90.0,433,295,0.5598387286178417,0,-0.5537974238395691,0.946961522102356,pass,
13217,1,1,13217_ndvi.tif,1,EPSG:5070,90.0,90.0,393,457,0.5027533254269185,0,-0.38867679238319397,0.9503639340400696,pass,
13219,1,1,13219_ndvi.tif,1,EPSG:5070,90.0,90.0,396,313,0.4875754348597799,0,0.08731649070978165,0.9684041738510132,pass,
13221,1,1,13221_ndvi.tif,1,EPSG:5070,90.0,90.0,506,444,0.6344852757896237,0,0.05595478042960167,0.9760552644729614,pass,
13223,1,1,13223_ndvi.tif,1,EPSG:5070,90.0,90.0,355,397,0.7185511051193813,0,-0.24491409957408905,0.9840627908706665,pass,
13225,1,1,13225_ndvi.tif,1,EPSG:5070,90.0,90.0,304,328,0.4927591463414634,0,-0.06034662202000618,0.970577597618103,pass,
13227,1,1,13227_ndvi.tif,1,EPSG:5070,90.0,90.0,425,253,0.6987677284352476,0,0.04971617832779884,0.9733014106750488,pass,
13231,1,1,13231_ndvi.tif,1,EPSG:5070,90.0,90.0,297,312,0.7648061814728482,0,-0.1293247640132904,0.9785714149475098,pass,
13245,1,1,13245_ndvi.tif,1,EPSG:5070,90.0,90.0,544,397,0.4922025485257075,0,-0.5720970630645752,0.981021523475647,pass,
13247,1,1,13247_ndvi.tif,1,EPSG:5070,90.0,90.0,266,331,0.48780183086114076,0,-0.2022199183702469,0.9622831344604492,pass,
13255,1,1,13255_ndvi.tif,1,EPSG:5070,90.0,90.0,424,240,0.6347975628930818,0,0.06195459142327309,0.9769778251647949,pass,
13259,1,1,13259_ndvi.tif,1,EPSG:5070,90.0,90.0,458,413,0.7891612125569641,0,-0.1589517593383789,0.9907214045524597,pass,
13263,1,1,13263_ndvi.tif,1,EPSG:5070,90.0,90.0,441,474,0.6089296478084905,0,-0.5372915267944336,0.9876922369003296,pass,
13273,1,1,13273_ndvi.tif,1,EPSG:5070,90.0,90.0,375,440,0.6593757575757576,0,-0.13203264772891998,0.9779003262519836,pass,
13289,1,1,13289_ndvi.tif,1,EPSG:5070,90.0,90.0,415,561,0.50313338917166,0,-0.4086279273033142,0.9857021570205688,pass,
13295,1,1,13295_ndvi.tif,1,EPSG:5070,90.0,90.0,487,520,0.5685476228084031,0,-0.11130033433437347,0.9693276286125183,pass,
13297,1,1,13297_ndvi.tif,1,EPSG:5070,90.0,90.0,478,397,0.561054140362341,0,0.06589478254318237,0.9612388610839844,pass,
13313,1,1,13313_ndvi.tif,1,EPSG:5070,90.0,90.0,331,488,0.5831125253825962,0,7.381049363175407e-05,0.9728156924247742,pass,
13321,1,1,13321_ndvi.tif,1,EPSG:5070,90.0,90.0,457,641,0.6317296893188638,0,-0.17324811220169067,0.9859170317649841,pass,
16001,1,1,16001_ndvi.tif,1,EPSG:5070,90.0,90.0,549,943,0.6581773087866303,0,-0.23578400909900665,0.930899441242218,pass,
16005,1,1,16005_ndvi.tif,1,EPSG:5070,90.0,90.0,680,1058,0.5135772267319025,0,-0.22923849523067474,0.9395313858985901,pass,
16015,1,1,16015_ndvi.tif,1,EPSG:5070,90.0,90.0,1190,825,0.6237188693659282,0,-0.42259883880615234,0.9730165004730225,pass,
16019,1,1,16019_ndvi.tif,1,EPSG:5070,90.0,90.0,1318,962,0.48108234299433084,0,-0.19938477873802185,0.9611557126045227,pass,
16023,1,1,16023_ndvi.tif,1,EPSG:5070,90.0,90.0,1058,1233,0.5506617790226859,0,-0.17110763490200043,0.9360129237174988,pass,
16027,1,1,16027_ndvi.tif,1,EPSG:5070,90.0,90.0,482,806,0.50033720128085,0,-0.24283768236637115,0.9381168484687805,pass,
16041,1,1,16041_ndvi.tif,1,EPSG:5070,90.0,90.0,575,569,0.6568258577214029,0,-0.15829968452453613,0.9315536618232727,pass,
16045,1,1,16045_ndvi.tif,1,EPSG:5070,90.0,90.0,669,841,0.3236768812130196,0,-0.11382507532835007,0.9222548007965088,pass,
16051,1,1,16051_ndvi.tif,1,EPSG:5070,90.0,90.0,950,689,0.5427117867237033,0,-0.27524086833000183,0.9416307210922241,pass,
16053,1,1,16053_ndvi.tif,1,EPSG:5070,90.0,90.0,637,519,0.5862650974129091,0,-0.1112021803855896,0.9401591420173645,pass,
16055,1,1,16055_ndvi.tif,1,EPSG:5070,90.0,90.0,724,805,0.7210854123056861,0,-0.27787894010543823,0.9733545184135437,pass,
16069,1,1,16069_ndvi.tif,1,EPSG:5070,90.0,90.0,625,902,0.4889383592017738,0,-0.2752549946308136,0.9400416016578674,pass,
16073,1,1,16073_ndvi.tif,1,EPSG:5070,90.0,90.0,1969,2421,0.5172767738861901,0,-0.6144992113113403,0.9357444047927856,pass,
16077,1,1,16077_ndvi.tif,1,EPSG:5070,90.0,90.0,770,1051,0.5727161515934114,0,-0.2392319142818451,0.9348509311676025,pass,
16083,1,1,16083_ndvi.tif,1,EPSG:5070,90.0,90.0,1056,1259,0.46557513177846777,0,-0.5261860489845276,0.9442043304443359,pass,
17003,1,1,17003_ndvi.tif,1,EPSG:5070,90.0,90.0,404,448,0.4528708451202263,0,-0.1651148796081543,0.9503541588783264,pass,
17005,1,1,17005_ndvi.tif,1,EPSG:5070,90.0,90.0,390,378,0.8355107855107855,0,-0.1408223807811737,0.9469184279441833,pass,
17007,1,1,17007_ndvi.tif,1,EPSG:5070,90.0,90.0,246,440,0.8395140428677014,0,0.020110391080379486,0.9423787593841553,pass,
17013,1,1,17013_ndvi.tif,1,EPSG:5070,90.0,90.0,492,654,0.2855255960816489,0,-0.12951228022575378,0.9619928002357483,pass,
17019,1,1,17019_ndvi.tif,1,EPSG:5070,90.0,90.0,543,687,0.8591093204232243,0,-0.04704674705862999,0.971584677696228,pass,
17027,1,1,17027_ndvi.tif,1,EPSG:5070,90.0,90.0,553,437,0.6709729745387133,0,-0.1787034571170807,0.9439563155174255,pass,
17031,1,1,17031_ndvi.tif,1,EPSG:5070,90.0,90.0,738,849,0.49136238712210445,0,-0.5743279457092285,0.9929381012916565,pass,
17037,1,1,17037_ndvi.tif,1,EPSG:5070,90.0,90.0,358,676,0.8427572642226703,0,0.06024552881717682,0.9894424080848694,pass,
17043,1,1,17043_ndvi.tif,1,EPSG:5070,90.0,90.0,347,391,0.7982119298038725,0,-0.02907314896583557,0.9374725818634033,pass,
17057,1,1,17057_ndvi.tif,1,EPSG:5070,90.0,90.0,549,678,0.7614514993740295,0,-0.058234430849552155,0.9601174592971802,pass,
17063,1,1,17063_ndvi.tif,1,EPSG:5070,90.0,90.0,362,465,0.822390542386978,0,-0.008714386261999607,0.9890050888061523,pass,
17073,1,1,17073_ndvi.tif,1,EPSG:5070,90.0,90.0,547,570,0.8503159177651625,0,0.19432184100151062,0.974310040473938,pass,
17077,1,1,17077_ndvi.tif,1,EPSG:5070,90.0,90.0,530,505,0.7236054548851112,0,-0.13977235555648804,0.947689950466156,pass,
17083,1,1,17083_ndvi.tif,1,EPSG:5070,90.0,90.0,445,431,0.634218827393832,0,-0.12733078002929688,0.9625342488288879,pass,
17087,1,1,17087_ndvi.tif,1,EPSG:5070,90.0,90.0,347,404,0.8007675407310183,0,-0.12149915099143982,0.9458028078079224,pass,
17089,1,1,17089_ndvi.tif,1,EPSG:5070,90.0,90.0,345,566,0.8629692221027295,0,-0.06955479085445404,0.9781580567359924,pass,
17091,1,1,17091_ndvi.tif,1,EPSG:5070,90.0,90.0,683,434,0.7385855300888599,0,-0.05250414088368416,0.9924178123474121,pass,
17093,1,1,17093_ndvi.tif,1,EPSG:5070,90.0,90.0,348,357,0.8348465823110853,0,0.03305285796523094,0.9593982100486755,pass,
17097,1,1,17097_ndvi.tif,1,EPSG:5070,90.0,90.0,436,450,0.7713557594291539,0,-0.2166299670934677,0.9619101285934448,pass,
17111,1,1,17111_ndvi.tif,1,EPSG:5070,90.0,90.0,495,462,0.8587738860466133,0,-0.15673507750034332,0.9760918021202087,pass,
17113,1,1,17113_ndvi.tif,1,EPSG:5070,90.0,90.0,784,640,0.7587412308673469,0,0.04440943896770477,0.9876792430877686,pass,
17115,1,1,17115_ndvi.tif,1,EPSG:5070,90.0,90.0,457,526,0.783307402384538,0,0.01812582276761532,0.9824990630149841,pass,
17117,1,1,17117_ndvi.tif,1,EPSG:5070,90.0,90.0,474,679,0.8654884634266078,0,0.12614646553993225,0.946211576461792,pass,
17119,1,1,17119_ndvi.tif,1,EPSG:5070,90.0,90.0,676,456,0.7714724125402264,0,-0.2179567813873291,0.94685959815979,pass,
17123,1,1,17123_ndvi.tif,1,EPSG:5070,90.0,90.0,566,292,0.7766227794181713,0,-0.021773947402834892,0.9427616000175476,pass,
17129,1,1,17129_ndvi.tif,1,EPSG:5070,90.0,90.0,403,343,0.7364156580746443,0,0.2205478549003601,0.9400850534439087,pass,
17131,1,1,17131_ndvi.tif,1,EPSG:5070,90.0,90.0,637,347,0.8271707707689593,0,0.09439633041620255,0.9404799938201904,pass,
17133,1,1,17133_ndvi.tif,1,EPSG:5070,90.0,90.0,466,537,0.5129274861933648,0,-0.0670401081442833,0.9416131973266602,pass,
17143,1,1,17143_ndvi.tif,1,EPSG:5070,90.0,90.0,500,599,0.6765642737896495,0,-0.16412758827209473,0.9414275288581848,pass,
17147,1,1,17147_ndvi.tif,1,EPSG:5070,90.0,90.0,296,630,0.758488845988846,0,0.1253463178873062,0.9772207736968994,pass,
17161,1,1,17161_ndvi.tif,1,EPSG:5070,90.0,90.0,819,602,0.29562224412722754,0,-0.041139375418424606,0.9413847327232361,pass,
17163,1,1,17163_ndvi.tif,1,EPSG:5070,90.0,90.0,563,553,0.6958267354876838,0,-0.12178715318441391,0.946526825428009,pass,
17167,1,1,17167_ndvi.tif,1,EPSG:5070,90.0,90.0,739,593,0.6431621054841441,0,0.024877114221453667,0.977194607257843,pass,
17175,1,1,17175_ndvi.tif,1,EPSG:5070,90.0,90.0,335,344,0.8059267615411315,0,0.18891118466854095,0.9464911818504333,pass,
17179,1,1,17179_ndvi.tif,1,EPSG:5070,90.0,90.0,627,558,0.6047315257841573,0,-0.18963344395160675,0.9448263645172119,pass,
17183,1,1,17183_ndvi.tif,1,EPSG:5070,90.0,90.0,442,793,0.8257319418212528,0,0.04402174800634384,0.9937716126441956,pass,
17197,1,1,17197_ndvi.tif,1,EPSG:5070,90.0,90.0,720,671,0.5648782911077993,0,-0.05819518119096756,0.9697800278663635,pass,
17199,1,1,17199_ndvi.tif,1,EPSG:5070,90.0,90.0,454,360,0.8741372980910426,0,-0.15738722681999207,0.9394235014915466,pass,
17201,1,1,17201_ndvi.tif,1,EPSG:5070,90.0,90.0,451,443,0.8353195557401911,0,0.03023635968565941,0.9582908749580383,pass,
17203,1,1,17203_ndvi.tif,1,EPSG:5070,90.0,90.0,592,437,0.6749992269157029,0,-0.15106350183486938,0.9531055688858032,pass,
18003,1,1,18003_ndvi.tif,1,EPSG:5070,90.0,90.0,530,495,0.8080693729750333,0,-0.1837737113237381,0.9668681621551514,pass,
18005,1,1,18005_ndvi.tif,1,EPSG:5070,90.0,90.0,406,430,0.7548115477145149,0,-0.5606656074523926,0.9892511963844299,pass,
18007,1,1,18007_ndvi.tif,1,EPSG:5070,90.0,90.0,432,359,0.8428763024863304,0,0.19184252619743347,0.9879842400550842,pass,
18011,1,1,18011_ndvi.tif,1,EPSG:5070,90.0,90.0,458,363,0.8187231585405464,0,-0.04571422189474106,0.9536189436912537,pass,
18013,1,1,18013_ndvi.tif,1,EPSG:5070,90.0,90.0,323,396,0.7970650780248304,0,0.0005771305877715349,0.9779395461082458,pass,
18015,1,1,18015_ndvi.tif,1,EPSG:5070,90.0,90.0,400,393,0.7679452926208652,0,0.10770934820175171,0.9728376269340515,pass,
18019,1,1,18019_ndvi.tif,1,EPSG:5070,90.0,90.0,544,448,0.4982520351890756,0,-0.23925398290157318,0.9683098196983337,pass,
18021,1,1,18021_ndvi.tif,1,EPSG:5070,90.0,90.0,302,558,0.6888722732559519,0,0.07087787985801697,0.9798404574394226,pass,
18029,1,1,18029_ndvi.tif,1,EPSG:5070,90.0,90.0,274,490,0.7384850290481156,0,0.05932803079485893,0.9839246273040771,pass,
18035,1,1,18035_ndvi.tif,1,EPSG:5070,90.0,90.0,382,412,0.8091800945458242,0,0.066615991294384,0.9590749740600586,pass,
18039,1,1,18039_ndvi.tif,1,EPSG:5070,90.0,90.0,417,440,0.819811423588402,0,-0.05882786586880684,0.9597905874252319,pass,
18043,1,1,18043_ndvi.tif,1,EPSG:5070,90.0,90.0,270,288,0.6228395061728395,0,0.012048534117639065,0.9659250378608704,pass,
18047,1,1,18047_ndvi.tif,1,EPSG:5070,90.0,90.0,483,367,0.710302886703787,0,0.10427960008382797,0.9589710831642151,pass,
18057,1,1,18057_ndvi.tif,1,EPSG:5070,90.0,90.0,394,401,0.8194235224122435,0,-0.16140738129615784,0.9667458534240723,pass,
18059,1,1,18059_ndvi.tif,1,EPSG:5070,90.0,90.0,354,347,0.8048486624660122,0,0.060159292072057724,0.9501168131828308,pass,
18061,1,1,18061_ndvi.tif,1,EPSG:5070,90.0,90.0,421,572,0.6505157550288192,0,-0.08695430308580399,0.9611994624137878,pass,
18063,1,1,18063_ndvi.tif,1,EPSG:5070,90.0,90.0,383,431,0.7965687907774136,0,0.039849475026130676,0.9847574830055237,pass,
18067,1,1,18067_ndvi.tif,1,EPSG:5070,90.0,90.0,497,279,0.6831887381637495,0,0.09146568179130554,0.9627649188041687,pass,
18073,1,1,18073_ndvi.tif,1,EPSG:5070,90.0,90.0,355,694,0.7330194423022284,0,0.08948828279972076,0.9908832907676697,pass,
18081,1,1,18081_ndvi.tif,1,EPSG:5070,90.0,90.0,318,398,0.8184712872538794,0,0.03199570253491402,0.9739195108413696,pass,
18089,1,1,18089_ndvi.tif,1,EPSG:5070,90.0,90.0,334,676,0.719076639620168,0,-0.39856913685798645,0.9887227416038513,pass,
18091,1,1,18091_ndvi.tif,1,EPSG:5070,90.0,90.0,426,684,0.666539686461851,0,-0.2931976020336151,0.989158034324646,pass,
18095,1,1,18095_ndvi.tif,1,EPSG:5070,90.0,90.0,326,569,0.7852383365499692,0,-0.13622379302978516,0.9580362439155579,pass,
18097,1,1,18097_ndvi.tif,1,EPSG:5070,90.0,90.0,389,404,0.8249828196187228,0,-0.26464319229125977,0.9552150964736938,pass,
18105,1,1,18105_ndvi.tif,1,EPSG:5070,90.0,90.0,393,460,0.7323874322380794,0,-0.13258126378059387,0.9787849187850952,pass,
18109,1,1,18109_ndvi.tif,1,EPSG:5070,90.0,90.0,434,400,0.7591532258064516,0,0.0292517002671957,0.9771836400032043,pass,
18111,1,1,18111_ndvi.tif,1,EPSG:5070,90.0,90.0,289,619,0.726241118893628,0,0.10295254737138748,0.9793397188186646,pass,
18115,1,1,18115_ndvi.tif,1,EPSG:5070,90.0,90.0,286,189,0.5271765271765272,0,0.13259004056453705,0.951824963092804,pass,
18119,1,1,18119_ndvi.tif,1,EPSG:5070,90.0,90.0,400,414,0.7539673913043479,0,0.07228071987628937,0.9702686071395874,pass,
18121,1,1,18121_ndvi.tif,1,EPSG:5070,90.0,90.0,434,454,0.7350737936214702,0,0.03896629437804222,0.9896005988121033,pass,
18127,1,1,18127_ndvi.tif,1,EPSG:5070,90.0,90.0,315,611,0.7026939963110176,0,-0.30696481466293335,0.9848053455352783,pass,
18129,1,1,18129_ndvi.tif,1,EPSG:5070,90.0,90.0,384,581,0.6080796399885255,0,-0.2198287397623062,0.970836877822876,pass,
18133,1,1,18133_ndvi.tif,1,EPSG:5070,90.0,90.0,376,515,0.801797149349308,0,0.08371632546186447,0.9559553861618042,pass,
18141,1,1,18141_ndvi.tif,1,EPSG:5070,90.0,90.0,462,450,0.7137806637806637,0,0.07493723928928375,0.9556702375411987,pass,
18145,1,1,18145_ndvi.tif,1,EPSG:5070,90.0,90.0,349,468,0.8129943917909533,0,-0.15377888083457947,0.9829814434051514,pass,
18153,1,1,18153_ndvi.tif,1,EPSG:5070,90.0,90.0,423,468,0.7387858398496696,0,-0.053233157843351364,0.9809016585350037,pass,
18157,1,1,18157_ndvi.tif,1,EPSG:5070,90.0,90.0,415,467,0.8342457624932277,0,0.015229722484946251,0.991755485534668,pass,
18161,1,1,18161_ndvi.tif,1,EPSG:5070,90.0,90.0,236,274,0.824570085364345,0,0.02914021722972393,0.9448081851005554,pass,
18163,1,1,18163_ndvi.tif,1,EPSG:5070,90.0,90.0,258,438,0.6775777848571732,0,-0.1277380883693695,0.9765543341636658,pass,
18165,1,1,18165_ndvi.tif,1,EPSG:5070,90.0,90.0,201,676,0.6187847743530867,0,0.055961333215236664,0.9916342496871948,pass,
18167,1,1,18167_ndvi.tif,1,EPSG:5070,90.0,90.0,374,467,0.756421120131915,0,0.004437749739736319,0.9895170331001282,pass,
18171,1,1,18171_ndvi.tif,1,EPSG:5070,90.0,90.0,418,467,0.6048584572195527,0,0.13811823725700378,0.9826445579528809,pass,
18173,1,1,18173_ndvi.tif,1,EPSG:5070,90.0,90.0,442,459,0.6213685071816559,0,-0.06037873774766922,0.9419989585876465,pass,
18175,1,1,18175_ndvi.tif,1,EPSG:5070,90.0,90.0,466,469,0.7610750661163831,0,-0.02081965282559395,0.9737147688865662,pass,
18183,1,1,18183_ndvi.tif,1,EPSG:5070,90.0,90.0,348,378,0.8272821261327008,0,0.05637557432055473,0.9533119201660156,pass,
19011,1,1,19011_ndvi.tif,1,EPSG:5070,90.0,90.0,450,560,0.9154484126984127,0,0.0998365581035614,0.9652307629585266,pass,
19013,1,1,19013_ndvi.tif,1,EPSG:5070,90.0,90.0,462,445,0.8948586993530814,0,0.01744040660560131,0.951387882232666,pass,
19015,1,1,19015_ndvi.tif,1,EPSG:5070,90.0,90.0,437,441,0.9561740790900647,0,0.12031491100788116,0.9489101767539978,pass,
19017,1,1,19017_ndvi.tif,1,EPSG:5070,90.0,90.0,440,346,0.9278967419863373,0,0.10632942616939545,0.9657493829727173,pass,
19049,1,1,19049_ndvi.tif,1,EPSG:5070,90.0,90.0,460,456,0.9060450038138825,0,0.09447943419218063,0.9666273593902588,pass,
19061,1,1,19061_ndvi.tif,1,EPSG:5070,90.0,90.0,616,483,0.6660784867306606,0,-0.019841406494379044,0.9755286574363708,pass,
19075,1,1,19075_ndvi.tif,1,EPSG:5070,90.0,90.0,460,445,0.7884123106985833,0,0.17485618591308594,0.958814263343811,pass,
19077,1,1,19077_ndvi.tif,1,EPSG:5070,90.0,90.0,470,453,0.8950589450941713,0,0.02632235921919346,0.9578857421875,pass,
19085,1,1,19085_ndvi.tif,1,EPSG:5070,90.0,90.0,591,448,0.850805233260817,0,-0.027105269953608513,0.9483404755592346,pass,
19099,1,1,19099_ndvi.tif,1,EPSG:5070,90.0,90.0,558,457,0.9228567170968526,0,-0.0934780016541481,0.9694646000862122,pass,
19103,1,1,19103_ndvi.tif,1,EPSG:5070,90.0,90.0,451,548,0.8102715781636914,0,-0.008083025924861431,0.9655677080154419,pass,
19105,1,1,19105_ndvi.tif,1,EPSG:5070,90.0,90.0,447,455,0.9115618162598028,0,0.11016800999641418,0.9563473463058472,pass,
19113,1,1,19113_ndvi.tif,1,EPSG:5070,90.0,90.0,450,560,0.9231706349206349,0,-0.050597626715898514,0.9741948843002319,pass,
19121,1,1,19121_ndvi.tif,1,EPSG:5070,90.0,90.0,427,451,0.9380040191715522,0,0.11789360642433167,0.9480195641517639,pass,
19129,1,1,19129_ndvi.tif,1,EPSG:5070,90.0,90.0,465,324,0.9401367317137926,0,-0.03801766782999039,0.9365097880363464,pass,
19153,1,1,19153_ndvi.tif,1,EPSG:5070,90.0,90.0,460,475,0.8705446224256292,0,-0.10097894072532654,0.9553279280662537,pass,
19155,1,1,19155_ndvi.tif,1,EPSG:5070,90.0,90.0,800,434,0.8873185483870968,0,-0.1528104692697525,0.9469857215881348,pass,
19163,1,1,19163_ndvi.tif,1,EPSG:5070,90.0,90.0,542,418,0.6658265506100037,0,-0.051250021904706955,0.9382462501525879,pass,
19169,1,1,19169_ndvi.tif,1,EPSG:5070,90.0,90.0,438,442,0.9519308250170458,0,0.07422835379838943,0.9735661745071411,pass,
19181,1,1,19181_ndvi.tif,1,EPSG:5070,90.0,90.0,439,441,0.9511619378199268,0,-0.0004886246169917285,0.9750824570655823,pass,
19183,1,1,19183_ndvi.tif,1,EPSG:5070,90.0,90.0,445,450,0.915980024968789,0,-0.00854321289807558,0.9629664421081543,pass,
19193,1,1,19193_ndvi.tif,1,EPSG:5070,90.0,90.0,754,437,0.855683494285246,0,-0.10479477792978287,0.9572367668151855,pass,
20015,1,1,20015_ndvi.tif,1,EPSG:5070,90.0,90.0,619,767,0.977073253955048,0,-0.27917617559432983,0.9298223257064819,pass,
20043,1,1,20043_ndvi.tif,1,EPSG:5070,90.0,90.0,457,478,0.5880721093542569,0,-0.041069548577070236,0.9679380655288696,pass,
20045,1,1,20045_ndvi.tif,1,EPSG:5070,90.0,90.0,429,413,0.8615734547937938,0,-0.18687239289283752,0.9697335958480835,pass,
20061,1,1,20061_ndvi.tif,1,EPSG:5070,90.0,90.0,442,440,0.6701254627725216,0,-0.12940770387649536,0.9596600532531738,pass,
20079,1,1,20079_ndvi.tif,1,EPSG:5070,90.0,90.0,536,334,0.9704341317365269,0,-0.04625292494893074,0.922794759273529,pass,
20085,1,1,20085_ndvi.tif,1,EPSG:5070,90.0,90.0,448,546,0.8643298665620094,0,-0.02599406987428665,0.9474323391914368,pass,
20087,1,1,20087_ndvi.tif,1,EPSG:5070,90.0,90.0,399,485,0.9244141281037646,0,-0.31067827343940735,0.9773538112640381,pass,
20091,1,1,20091_ndvi.tif,1,EPSG:5070,90.0,90.0,432,405,0.882053040695016,0,-0.24769622087478638,0.943418025970459,pass,
20103,1,1,20103_ndvi.tif,1,EPSG:5070,90.0,90.0,393,582,0.6600911133845737,0,-0.14032618701457977,0.9576766490936279,pass,
20107,1,1,20107_ndvi.tif,1,EPSG:5070,90.0,90.0,449,443,0.9790404560925458,0,-0.06123947724699974,0.9473972320556641,pass,
20121,1,1,20121_ndvi.tif,1,EPSG:5070,90.0,90.0,440,440,0.9794628099173553,0,-0.06841936707496643,0.9532945156097412,pass,
