search_radius_m,total_adult_population,adult_population_center_covered,center_coverage_fraction,adult_population_full_buffer_covered,full_buffer_coverage_fraction,adult_population_center_uncovered,adult_population_buffer_edge_exposed
300.0,716726.9939692528,716590.0691175992,0.9998089581489106,716070.7343149222,0.9990843659303298,136.92485165363178,656.2596543305553
