scenario,counties,concentration_index,ci_low,ci_high,sii_cases_per_1000,sii_low,sii_high
uniform_005,1167,-0.0024031700532449306,-0.015383523180864557,0.009813020482684372,-0.08338420377043572,-0.5283604733425593,0.34696200024691465
proportional_10pct,1167,-0.07041309810566738,-0.10244202818526868,-0.04149022655056677,-2.577913964883184,-3.5770886114325813,-1.5669668100372873
greenable_005,1167,0.15289530998025258,0.12414867978230074,0.1784662405451908,2.8120854051309343,2.246638554318533,3.27566114741475
best_potential_p95,1167,0.056644998978014456,0.035964077794636236,0.07739718405198044,10.405788417800455,6.54746779503994,14.344132525281104
