GEOID,adult_target,allocated_adults,ndvi_covered_adults,ndvi_population_coverage,tract_count
17197,530845.0,530845.0,530827.6299458293,0.999967278482098,151
17199,52487.0,52487.00000000001,52487.00000000001,1.0000000000000002,15
17201,216539.0,216538.99999999994,216538.99999999994,0.9999999999999998,76
17203,29140.0,29140.00000000001,29131.229322191786,0.9996990158610771,9
18003,289409.0,289409.0,289407.02111128083,0.9999931623110575,96
18005,62786.0,62786.000000000044,62767.38351955144,0.9997034931282681,15
18007,6553.0,6552.999999999997,6552.990196876516,0.9999985040251055,3
18011,54064.0,54063.999999999935,54063.39074854715,0.9999887309216327,10
18013,12957.0,12956.999999999998,12956.999999999998,0.9999999999999999,4
18015,15963.0,15963.000000000024,15963.000000000024,1.0000000000000016,7
18019,95510.0,95509.99999999999,95509.998547505,0.9999999847922207,26
18021,20289.0,20289.00000000001,20289.00000000001,1.0000000000000004,6
18029,39532.0,39532.00000000001,39532.00000000001,1.0000000000000002,10
18035,91635.0,91635.0,91635.0,1.0,30
18039,149701.0,149701.00000000003,149700.771610726,0.9999984743637383,36
18043,62388.0,62387.999999999985,62387.99430739565,0.999999908754819,20
18047,17743.0,17743.000000000073,17743.000000000073,1.000000000000004,5
18057,264748.0,264748.0,264748.0,1.0,39
18059,62917.0,62917.00000000001,62917.00000000001,1.0000000000000002,10
18061,30892.0,30892.000000000044,30858.86290873755,0.9989273245091786,6
18063,135169.0,135169.0,135164.5462368515,0.9999670504098684,21
18067,64405.0,64404.99999999998,64404.99999999998,0.9999999999999997,20
18073,25488.0,25488.00000000002,25487.997195316668,0.9999998899606352,8
18081,123924.0,123924.00000000006,123924.00000000006,1.0000000000000004,22
18089,382434.0,382434.0,382433.9995861084,0.9999999989177436,117
18091,88186.0,88186.00000000001,88185.9991666379,0.9999999905499501,28
18095,102714.0,102714.00000000006,102709.59529157975,0.999957116766748,37
18097,728172.0,728172.0,728172.0,1.0,224
18105,117497.0,117497.00000000001,117497.00000000001,1.0000000000000002,31
18109,56130.0,56130.000000000015,56130.000000000015,1.0000000000000002,13
18111,10945.0,10944.999999999996,10944.999999999996,0.9999999999999997,4
18115,4767.0,4767.0,4766.838631191594,0.9999661487710497,2
18119,17158.0,17158.000000000004,17158.000000000004,1.0000000000000002,5
18121,12718.0,12718.000000000007,12718.000000000007,1.0000000000000007,4
18127,136507.0,136507.00000000003,136504.8166165487,0.9999840053370793,30
18129,19590.0,19589.999999999993,19589.999999999993,0.9999999999999997,7
18133,30005.0,30005.00000000001,30005.00000000001,1.0000000000000004,7
18141,209013.0,209012.99999999997,209012.99999999997,0.9999999999999999,75
18145,34922.0,34922.000000000015,34922.000000000015,1.0000000000000004,10
18153,16774.0,16773.999999999956,16773.999999999956,0.9999999999999974,5
18157,148979.0,148978.99999999994,148971.46591181098,0.9999494285222145,37
18161,5575.0,5575.0000000000055,5575.0000000000055,1.0000000000000009,2
18163,140749.0,140749.0,140749.0,1.0,48
18165,12034.0,12033.99999999999,12033.99999999999,0.9999999999999992,5
18167,84323.0,84323.00000000001,84322.9860377656,0.9999998344196198,28
18171,6592.0,6591.999999999996,6591.999999999996,0.9999999999999994,2
18173,49611.0,49611.0,49611.0,1.0,11
18175,21681.0,21680.99999999997,21680.99999999997,0.9999999999999987,6
18183,26452.0,26451.999999999993,26451.999999999993,0.9999999999999998,7
19011,19757.0,19757.00000000001,19757.00000000001,1.0000000000000004,7
19013,102014.0,102014.0,102014.0,1.0,38
19015,21088.0,21088.0,21088.0,1.0,7
19017,19441.0,19441.000000000004,19441.000000000004,1.0000000000000002,8
19049,76197.0,76197.0,76197.0,1.0,15
19061,76517.0,76516.99999999999,76516.99999999999,0.9999999999999998,26
19075,9435.0,9435.000000000005,9435.000000000005,1.0000000000000007,4
19077,8367.0,8366.999999999984,8366.999999999984,0.999999999999998,3
19085,11268.0,11268.000000000027,11268.000000000027,1.0000000000000024,5
19099,29482.0,29482.000000000022,29477.538321868582,0.9998486643331044,9
19103,124605.0,124604.99999999993,124604.99999999993,0.9999999999999994,24
19105,16455.0,16454.999999999967,16454.999999999967,0.999999999999998,5
19113,177230.0,177230.00000000012,177174.22599501692,0.9996853015573939,45
19121,12585.0,12584.999999999945,12584.999999999945,0.9999999999999957,3
19129,11201.0,11200.999999999993,11200.999999999993,0.9999999999999993,5
19153,375057.0,375057.0,375057.0,1.0,97
19155,71762.0,71762.00000000003,71762.00000000003,1.0000000000000004,30
19163,133516.0,133516.00000000003,133516.00000000003,1.0000000000000002,47
19169,82392.0,82391.99999999999,82391.99999999999,0.9999999999999998,20
19181,40312.0,40311.999999999985,40311.999999999985,0.9999999999999997,12
19183,16986.0,16986.000000000055,16986.000000000055,1.000000000000003,5
19193,78340.0,78340.0,78340.0,1.0,25
20015,50957.0,50957.000000000044,50957.000000000044,1.0000000000000009,13
20043,5967.0,5967.000000000009,5967.000000000009,1.0000000000000016,3
20045,98247.0,98246.99999999996,98246.99999999996,0.9999999999999996,22
20061,24542.0,24542.000000000004,24542.000000000004,1.0000000000000002,8
20079,25749.0,25748.99999999995,25748.99999999995,0.999999999999998,6
20085,10002.0,10002.000000000005,10002.000000000005,1.0000000000000004,3
20087,14300.0,14300.000000000035,14300.000000000035,1.0000000000000024,4
20091,468368.0,468368.0000000002,468368.0000000002,1.0000000000000004,127
20103,62924.0,62924.00000000001,62924.00000000001,1.0000000000000002,16
20107,7580.0,7579.999999999977,7579.999999999977,0.999999999999997,2
20121,26343.0,26342.999999999985,26342.999999999985,0.9999999999999994,8
20139,12099.0,12098.999999999982,12098.999999999982,0.9999999999999984,5
20149,18309.0,18309.0,18309.0,1.0,4
20161,60068.0,60068.00000000002,60068.00000000002,1.0000000000000004,13
20173,392631.0,392631.00000000006,392631.00000000006,1.0000000000000002,124
20177,136774.0,136774.0,136774.0,1.0,43
20191,16970.0,16969.999999999993,16969.999999999993,0.9999999999999996,6
20197,5365.0,5364.999999999986,5364.999999999986,0.9999999999999974,2
20209,121089.0,121088.99999999997,121088.99999999997,0.9999999999999998,64
21003,16184.0,16184.000000000027,16184.000000000027,1.0000000000000018,6
21015,102139.0,102138.99999999999,102138.97227930826,0.9999997285983636,21
21017,15569.0,15569.000000000002,15569.000000000002,1.0000000000000002,6
21019,37818.0,37817.99999999997,37817.99999999997,0.9999999999999992,13
21023,6438.0,6438.000000000019,6438.000000000019,1.0000000000000029,3
21029,65375.0,65375.0,65375.0,1.0,17
21031,9498.0,9498.000000000024,9498.000000000024,1.0000000000000024,5
21037,73837.0,73836.99999999999,73836.99999999999,0.9999999999999998,25
21043,20580.0,20580.0,20580.0,1.0,7
21047,52254.0,52254.00000000007,52254.00000000007,1.0000000000000013,18
21049,28657.0,28657.0,28657.0,1.0,10
21059,77835.0,77835.00000000001,77835.00000000001,1.0000000000000002,23
21061,9930.0,9929.999999999998,9929.999999999998,0.9999999999999998,3
21067,253380.0,253380.0000000001,253380.0000000001,1.0000000000000004,82
21077,6790.0,6789.999999999976,6789.999999999976,0.9999999999999966,2
21081,18494.0,18493.999999999975,18493.999999999975,0.9999999999999987,4
21089,27993.0,27993.0,27993.0,1.0,9
21091,6838.0,6838.000000000009,6838.000000000009,1.0000000000000013,3
21093,83809.0,83808.99999999999,83808.99999999999,0.9999999999999998,22
21101,34366.0,34366.00000000002,34366.00000000002,1.0000000000000007,11
21103,12062.0,12061.999999999996,12061.999999999996,0.9999999999999997,5
