GEOID,adult_population,baseline_ndvi,feasible_increment,median_income,acs_population,households,low_income_households,high_income_households,occupied_households,renter_households,race_total,nonhisp_white,svi,ice_income,renter_share,minority_share,cases,rate,health_efficiency,z_health_efficiency,z_svi,z_baseline_ndvi,z_renter_share,health_score,equity_score,balanced_score,safeguard_flag,local_moran_i,lisa_p,priority_cluster,priority_decile
06075026100,5299.911517612636,0.15663441561754216,1.850458753108978,123070.0,6601.0,2007.0,176.0,843.0,2007.0,663.0,6601.0,493.0,0.7552,0.3323368211260588,0.3303437967115097,0.9253143463111649,26.28933334350586,0.004960334385987633,14.206927498025468,0.12183180179676904,0.7853282030140625,0.21941705776288878,0.16241741322082434,0.12183180179676904,0.45286821328887306,0.28735000754282103,0,0.3197973645976316,0.242,not significant,8.0
06075026202,2743.4699478149414,0.192606510959132,1.5036444902420043,144127.0,3664.0,1043.0,86.0,487.0,1043.0,363.0,3664.0,343.0,0.6956,0.3844678811121764,0.3480345158197507,0.9063864628820961,12.584141731262207,0.0045869435315976205,8.369093767128991,0.07024700556144695,0.7170766341441069,0.34605271623260486,0.18511233897162532,0.07024700556144695,0.38419241729627013,0.22721971142885855,0,0.02853150880458922,0.806,not significant,7.0
06075012504,1235.9254455566406,0.138823111925055,0.0,22639.0,651.0,333.0,175.0,28.0,333.0,278.0,651.0,49.0,0.9962,-0.44144144144144143,0.8348348348348348,0.9247311827956989,5.767611026763916,0.004666633450666013,,,1.0,0.1567143947713782,0.8096147703265519,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075010402,1849.3893928527832,0.33633226719400694,2.232602167129516,158500.0,2012.0,1202.0,125.0,648.0,1202.0,836.0,2012.0,1130.0,0.2776,0.435108153078203,0.6955074875207987,0.4383697813121272,11.605609893798828,0.006275373882131197,5.198243585295943,0.04222845140891651,0.2383995236132106,0.8520228468860191,0.6308756369424761,0.04222845140891651,0.12675063193617908,0.0844895416725478,0,-0.5941152975074452,0.134,not significant,2.0
06075010401,1744.1200637817383,0.15345063901070174,0.0,207500.0,2393.0,944.0,157.0,530.0,944.0,628.0,2393.0,1290.0,0.4211,0.3951271186440678,0.6652542372881356,0.4609277058086084,11.142105102539062,0.006388381931906611,,,0.4027300627547982,0.20820893537804763,0.5920645935049682,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075013401,1332.9764471054077,0.37836662248159064,1.1104067564010622,208608.0,1456.0,797.0,65.0,552.0,797.0,594.0,1456.0,884.0,0.273,0.6110414052697616,0.7452948557089084,0.3928571428571429,9.077857971191406,0.006810216332707308,8.175254625263303,0.0685341865438975,0.23313178507626772,1.0,0.6947464506410883,0.0685341865438975,0.11586321804864244,0.09219870229626997,0,-0.28599062167359407,0.52,not significant,2.0
06075040100,3448.780122756958,0.27462716866084325,5.788792693614963,143674.0,4277.0,1677.0,130.0,809.0,1677.0,955.0,4277.0,1727.0,0.5065,0.4048896839594514,0.569469290399523,0.5962122983399579,21.302104949951172,0.006176707181008179,3.679887340489389,0.02881181415759363,0.5005267738536943,0.6347970859320413,0.4691847804017899,0.02881181415759363,0.24437071503778363,0.13659126459768864,0,0.010614498981921596,0.954,not significant,4.0
06075017000,3453.443971633911,0.35401989228841735,8.432371246814737,240556.0,4016.0,2146.0,159.0,1422.0,2146.0,1041.0,4016.0,2808.0,0.0339,0.5885368126747437,0.4850885368126747,0.30079681274900394,20.963518142700195,0.006070322354985776,2.486076280218213,0.01826295252050387,0.0,0.9142901134804798,0.36093508598670704,0.01826295252050387,0.02198795923817996,0.020125455879341916,0,1.4014872741117608,0.024,low-low priority,1.0
06075016802,3482.8294677734375,0.18828304711024504,0.0,109107.0,3754.0,1924.0,318.0,883.0,1924.0,1610.0,3754.0,1881.0,0.3402,0.29365904365904366,0.8367983367983368,0.49893446989877466,21.568603515625,0.006192839389697062,,,0.31008657413769414,0.3308324549113022,0.8121336917452111,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075015702,2789.03680229187,0.208471355146898,0.15000000000000002,211641.0,3109.0,1397.0,53.0,963.0,1397.0,742.0,3109.0,1683.0,0.1218,0.651395848246242,0.5311381531853973,0.4586683821164361,18.30718231201172,0.00656398018734207,122.04788208007811,1.0,0.059983509688058274,0.40190309056190854,0.4200108430566932,1.0,0.6107087648065341,0.8053543824032671,0,-0.36373948819903823,0.53,not significant,10.0
06075020801,3160.557014465332,0.1438854451400119,0.0,103997.0,3732.0,1519.0,239.0,562.0,1519.0,1261.0,3732.0,1031.0,0.6393,0.21263989466754443,0.8301514154048716,0.7237406216505895,19.118465423583984,0.0060490810120121296,,,0.6526040950941321,0.17453576141631735,0.8036065433250075,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075035101,3040.890489578247,0.2246096345109438,1.5551514267921447,104648.0,3848.0,1460.0,104.0,599.0,1460.0,803.0,3848.0,1675.0,0.5445,0.339041095890411,0.55,0.5647089397089398,17.262432098388672,0.005676768748348733,11.10016156690052,0.09437951471641896,0.5440428748110485,0.4587160622397448,0.4442081755880193,0.09437951471641896,0.31879735420611477,0.20658843446126687,0,-0.011691318803680935,0.226,not significant,6.0
06075015202,2005.749382019043,0.1971594942912746,0.15000000000000002,177533.0,2334.0,1065.0,120.0,579.0,1065.0,521.0,2334.0,1161.0,0.5045,0.4309859154929577,0.4892018779342723,0.5025706940874036,11.984550476074219,0.005975098675593377,79.89700317382811,0.7022884102961003,0.4982364527506756,0.3620809747144206,0.36621197556769003,0.7022884102961003,0.6212148174036236,0.661751613849862,0,0.14199681230339417,0.802,not significant,10.0
06075012202,1673.4270248413086,0.0737975180023708,0.0,54650.0,3017.0,1488.0,531.0,246.0,1488.0,1310.0,3017.0,1104.0,0.939,-0.19153225806451613,0.8803763440860215,0.6340735830294995,12.716646194458008,0.007599163874901524,,,0.9958087123814757,0.0,0.8680386910677742,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075023003,3211.112735748291,0.2394197410374946,3.2954938769340503,118889.0,4025.0,1206.0,141.0,536.0,1206.0,210.0,4025.0,418.0,0.4923,0.3275290215588723,0.17412935323383086,0.8961490683229814,16.341548919677734,0.005089061102636633,4.958755661497703,0.040112266481522996,0.48426549402226193,0.5108533529420749,0.0,0.040112266481522996,0.2629210532072419,0.15151665984438245,0,-0.25509225605982155,0.04,low-high outlier,5.0
06075021100,3202.7813415527344,0.2978833179119267,3.5435279250144944,244813.0,4054.0,2021.0,74.0,1310.0,2021.0,1110.0,4054.0,2708.0,0.0517,0.6115784265215239,0.5492330529440871,0.3320177602368032,21.105648040771484,0.00658978737229039,5.956111673844126,0.048925194194533256,0.0,0.7166677066427554,0.44322428079085235,0.048925194194533256,0.06696244110085332,0.05794381764769329,0,0.5893846476429941,0.25,not significant,1.0
06075015201,1124.4814910888672,0.1747532022472854,0.0,113450.0,1532.0,973.0,195.0,297.0,973.0,866.0,1532.0,840.0,0.6002,0.10483042137718397,0.8900308324768756,0.45169712793733685,8.332571029663086,0.007410145116389975,,,0.6078283175301176,0.2832021793617691,0.8804241625600177,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075020701,2263.8109855651855,0.24994007441825394,0.2739540219306946,217386.0,3032.0,1397.0,70.0,1024.0,1397.0,896.0,3032.0,1854.0,0.3638,0.6828919112383679,0.6413743736578382,0.38852242744063326,14.175686836242676,0.00626186855997766,51.744766279901036,0.4535270596505868,0.3371123631533141,0.547888986600398,0.5614297884010654,0.4535270596505868,0.41256950893889366,0.43304828429474024,0,0.027610635561227996,0.872,not significant,8.0
06075020201,2014.3791618347168,0.2046201947815479,0.15000000000000002,-666666666.0,1847.0,1005.0,237.0,445.0,1005.0,765.0,1847.0,852.0,0.6253,0.20696517412935322,0.7611940298507462,0.5387114239306985,11.095020294189453,0.005507910578306418,73.96680196126302,0.6498874281362925,0.6365718473730017,0.3883455197807946,0.7151430537661685,0.6498874281362925,0.6394920326815776,0.6446897304089351,0,0.8088619630200213,0.212,not significant,10.0
06075020702,1984.6186141967773,0.20145840067174528,0.15000000000000002,148898.0,2046.0,1104.0,163.0,526.0,1104.0,888.0,2046.0,1162.0,0.3507,0.328804347826087,0.8043478260869565,0.4320625610948191,13.279626846313477,0.0066912739562749995,88.53084564208983,0.7785795526929835,0.322110759928542,0.3772147842693273,0.7705038446675264,0.7785795526929835,0.5954463246810823,0.687012938687033,0,0.06152082672388807,0.896,not significant,9.0
06075010701,2621.300308227539,0.07553791356357661,0.0,27531.0,3280.0,1834.0,898.0,92.0,1834.0,1737.0,3280.0,160.0,0.9873,-0.4394765539803708,0.9471101417666303,0.9512195121951219,14.152663230895996,0.005399100281060772,,,1.0,0.0,0.953649602312466,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075020202,3224.8612670898438,0.16925054215467894,0.0,166932.0,3929.0,2173.0,234.0,1181.0,2173.0,1691.0,3929.0,1798.0,0.457,0.4358030372756558,0.7781868384721583,0.5423771952150674,20.55417251586914,0.006373661008498977,,,0.4438413265539829,0.2638306921702351,0.7369426497916838,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075047701,3309.739646911621,0.2106069389556784,0.30000000000000004,116750.0,4742.0,2008.0,238.0,815.0,2008.0,1168.0,4742.0,1549.0,0.5106,0.2873505976095618,0.5816733067729084,0.6733445803458457,20.05263900756836,0.006058675650297704,66.84213002522786,0.5869317553635682,0.5052219321148825,0.4094211697639698,0.4848409696025171,0.5869317553635682,0.5588803784573976,0.5729060669104828,0,0.048699610863374786,0.922,not significant,9.0
06075060502,2293.262937784195,0.2752776598155668,23.55667375326152,42548.0,3087.0,925.0,310.0,157.0,925.0,666.0,3087.0,158.0,0.9134,-0.1654054054054054,0.72,0.94881762228701,13.17921257019043,0.0057469260733461714,0.5594683149341367,0.001238884365129077,0.9664926022628372,0.6370870658435507,0.6622963920155188,0.001238884365129077,0.39332879309802493,0.197283838731577,0,0.3020785016250336,0.026,high-high priority,7.0
06075023400,3416.157135860063,0.1709106767582496,9.062304258346568,80788.0,3811.0,1169.0,304.0,450.0,1169.0,520.0,3811.0,341.0,0.9005,0.12489307100085544,0.4448246364414029,0.910522172658095,20.1394100189209,0.0058953406468085475,2.2223277264578805,0.015932393612825228,0.9517200311483669,0.26967500667777694,0.3092816611726764,0.015932393612825228,0.45061695670667445,0.23327467515974984,0,0.11259726914060555,0.676,not significant,8.0
06075010202,1890.725958049763,0.17759407382192358,3.8026724219322188,206484.0,1761.0,1091.0,73.0,791.0,1091.0,753.0,1761.0,1179.0,0.124,0.6581118240146654,0.69019248395967,0.3304940374787053,12.327367782592773,0.006519912486581687,3.241764321189932,0.024940431771871593,0.06250286290137877,0.29320314369442685,0.6240571684309916,0.024940431771871593,0.14036574634725435,0.08265308905956298,0,0.0077315273689703085,0.988,not significant,2.0
06075010201,1980.8836822509766,0.24433660204859747,0.3739404797554017,160221.0,2608.0,1375.0,84.0,879.0,1375.0,840.0,2608.0,1762.0,0.0827,0.5781818181818181,0.610909090909091,0.3243865030674846,14.74321174621582,0.007442744810468819,39.4266268146725,0.3446803977545628,0.01520773212404379,0.5281626012867271,0.5223467344149844,0.3446803977545628,0.24843851492768765,0.29655945634112524,0,0.02764015866887147,0.84,not significant,4.0
06075030900,5450.231652736664,0.3375754083202301,45.606849956512185,204375.0,6425.0,2310.0,208.0,1369.0,2310.0,90.0,6425.0,2480.0,0.4462,0.5025974025974026,0.03896103896103896,0.6140077821011674,29.81077003479004,0.005469633574165878,0.6536467671679957,0.002071072552081019,0.4314735925976822,0.8563991834211901,0.0,0.002071072552081019,0.17359141617205073,0.08783124436206588,0,0.056805258123974016,0.872,not significant,3.0
06075023300,3912.329674720764,0.15432779610651237,1.6860235691070558,92574.0,3934.0,1281.0,244.0,341.0,1281.0,609.0,3934.0,296.0,0.9042,0.07572209211553474,0.47540983606557374,0.9247585155058464,19.366531372070312,0.004950127668740637,11.486512838208501,0.09779342688390708,0.9559571251889515,0.21129686688035673,0.34851855314393787,0.09779342688390708,0.5017871772260329,0.29979030205497004,0,0.5380047897982256,0.148,not significant,9.0
06075017801,2937.730094432831,0.15799204231749592,0.0,31215.0,3335.0,2381.0,1110.0,794.0,2381.0,1767.0,3335.0,533.0,0.8515,-0.13271734565308693,0.74212515749685,0.8401799100449775,13.04195499420166,0.004439466722595422,,,0.8956071641244102,0.22419642770150727,0.6906801339959044,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075010300,3223.15828704834,0.1956896135702679,0.7500000000000001,158973.0,3791.0,2143.0,260.0,1280.0,2143.0,1644.0,3791.0,2258.0,0.2832,0.4759682687820812,0.7671488567428838,0.40437879187549464,20.5990047454834,0.006390937990311135,27.465339660644528,0.23898698663749818,0.24481242270166279,0.35690642729901284,0.7227823336252319,0.23898698663749818,0.30164187716947916,0.2703144319034887,0,0.0019721711890996686,0.962,not significant,6.0
06075061402,2192.1981424093246,0.2507904885986119,6.148289704322819,218125.0,2354.0,1189.0,46.0,750.0,1189.0,689.0,2354.0,1421.0,0.0589,0.592094196804037,0.5794785534062237,0.39634664401019537,13.595403671264648,0.006201722101781678,2.2112496848848577,0.015834504816471473,0.0,0.5508827727193041,0.4820253822658199,0.015834504816471473,0.07528483650034012,0.0455596706584058,0,0.48254954212150175,0.352,not significant,1.0
06075012405,4380.137783527374,0.16033446856572175,1.0682533502578737,107311.0,3878.0,2513.0,314.0,1034.0,2513.0,2470.0,3878.0,1337.0,0.625,0.28651014723438123,0.9828889773179467,0.6552346570397112,25.32550048828125,0.00578189585348759,23.707391586619163,0.2057806648069258,0.6362282992075489,0.23244267211801933,0.9995492636726977,0.2057806648069258,0.4407038363084021,0.323242250557664,0,0.7538990224361419,0.002,high-high priority,8.0
06075010902,1598.2080917358398,0.13747991010231872,0.0,141591.0,2568.0,1452.0,186.0,678.0,1452.0,1310.0,2568.0,1591.0,0.4151,0.33884297520661155,0.9022038567493113,0.38045171339563866,11.521644592285156,0.007209101650693878,,,0.3958590994457423,0.1519858059676209,0.8960405928665126,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075015801,3323.0730514526367,0.26686979705103175,0.9111553311347963,149643.0,3220.0,1416.0,205.0,706.0,1416.0,1093.0,3220.0,1333.0,0.7377,0.3538135593220339,0.7718926553672316,0.5860248447204969,21.36382293701172,0.006428935688811538,23.446960366685442,0.20347941882547604,0.7652878933626495,0.6074881440293164,0.7288680193962628,0.20347941882547604,0.4284672504852679,0.315973334655372,0,0.2848382190658728,0.2,not significant,8.0
06075031401,2274.85346698761,0.22158698987008796,1.9108732461929319,102644.0,2700.0,658.0,106.0,217.0,658.0,267.0,2700.0,248.0,0.7669,0.16869300911854104,0.40577507598784196,0.9081481481481481,11.051046371459961,0.004857915699552243,5.7832440709906665,0.04739768579331078,0.7987265814667216,0.44807518656153034,0.25918607886917683,0.04739768579331078,0.38604186842577837,0.21671977710954457,0,0.04683639931830791,0.708,not significant,7.0
06075047600,4156.757749080658,0.26334986054038595,2.200889098644256,162289.0,5208.0,2220.0,97.0,1269.0,2220.0,1218.0,5208.0,1868.0,0.3096,0.527927927927928,0.5486486486486486,0.641321044546851,22.480995178222656,0.005408300539812486,10.214506124852411,0.08655360572025096,0.27504466126150884,0.5950966090474255,0.44247456496458915,0.08655360572025096,0.20027794294453974,0.14341577433239536,0,-0.23179605452327798,0.33,not significant,3.0
06075016200,3380.9329566955566,0.1641397138370476,0.30000000000000004,125913.0,3198.0,1872.0,148.0,848.0,1872.0,1406.0,3198.0,1424.0,0.4209,0.37393162393162394,0.7510683760683761,0.5547217010631644,21.865875244140625,0.006467408707657963,72.88625081380208,0.6403393640198697,0.4025010306444964,0.24583860404795577,0.7021531374511127,0.6403393640198697,0.5741692521283152,0.6072543080740924,0,1.2402350095706998,0.014,high-high priority,9.0
06075061000,4578.13626606272,0.29134097974718626,60.65667303800539,125327.0,4558.0,1625.0,119.0,714.0,1625.0,454.0,4558.0,527.0,0.7005,0.36615384615384616,0.2793846153846154,0.8843791136463361,22.91921615600586,0.005006232847611764,0.37785152083177176,0.0,0.7226879208465027,0.6936361513898263,0.0970433134197189,0.0,0.298895349587802,0.149447674793901,0,-0.05642854732915927,0.288,not significant,6.0
06075026303,3310.84561920166,0.21406750014035875,2.551954197883605,94167.0,4425.0,1342.0,115.0,480.0,1342.0,259.0,4425.0,577.0,0.4748,0.2719821162444113,0.19299552906110284,0.8696045197740113,15.080361366271973,0.004554836770041933,5.909338568371826,0.048511893434987415,0.4642251843708488,0.42160368068348436,0.0,0.048511893434987415,0.2734942091447681,0.16100305128987774,0,-0.13738405201948267,0.22,not significant,5.0
06075012100,2799.738929748535,0.09981103485747092,0.15,92059.0,3250.0,2080.0,264.0,700.0,2080.0,1933.0,3250.0,1425.0,0.534,0.20961538461538462,0.9293269230769231,0.5615384615384615,17.564640045166016,0.0062736706835532065,117.09760030110678,1.0,0.5320186890202007,0.019376827392783697,0.9308360114514164,1.0,0.8333000170481527,0.9166500085240763,0,2.729822866267401,0.018,high-high priority,10.0
06075013500,2360.703712463379,0.23246977553624687,0.15000000000000002,182241.0,2544.0,1614.0,74.0,911.0,1614.0,1168.0,2544.0,1856.0,0.221,0.5185873605947955,0.7236679058240396,0.2704402515723271,15.626348495483398,0.00661936032589935,104.17565663655597,0.9168216514733014,0.17358343639778295,0.486386792147248,0.667001845187218,0.9168216514733014,0.5962070096537876,0.7565143305635444,0,-0.2940955111747674,0.628,not significant,9.0
06075015600,2787.8652687072754,0.25590077349234647,1.3921662330627442,89792.0,2927.0,1376.0,256.0,482.0,1376.0,985.0,2927.0,1115.0,0.5282,0.16424418604651161,0.715843023255814,0.6190638879398702,18.349014282226562,0.006581743561350418,13.180189151592202,0.1127592432366577,0.5253767578214465,0.5688729477797406,0.6569635235221651,0.1127592432366577,0.30493054468887404,0.20884489396276587,0,-0.021117741215521478,0.6,not significant,6.0
06075020300,2778.446849822998,0.20592067740667777,0.30000000000000004,179313.0,3372.0,2189.0,183.0,1297.0,2189.0,1387.0,3372.0,2082.0,0.2189,0.5089081772498858,0.6336226587482869,0.3825622775800712,19.217849731445312,0.006916759891473034,64.0594991048177,0.5623436194823117,0.1711785992396134,0.39292372052217156,0.551485331466486,0.5623436194823117,0.4321457613966948,0.49724469043950326,0,0.21957694891875465,0.312,not significant,8.0
06075021300,2063.4943504333496,0.33221785863727243,3.9570147633552533,216944.0,2948.0,1212.0,34.0,926.0,1212.0,573.0,2948.0,1976.0,0.0615,0.735973597359736,0.47277227722772275,0.3297150610583447,13.450311660766602,0.006518220734620346,3.3991057565228138,0.02633074644254541,0.0,0.8375385408747119,0.34513490312823486,0.02633074644254541,0.03753459209006592,0.03193266926630566,0,1.685747131254751,0.002,low-low priority,1.0
06075021600,3816.7792711257935,0.36494939811026567,10.73746733665468,237909.0,4417.0,2111.0,120.0,1561.0,2111.0,964.0,4417.0,2272.0,0.0916,0.6826148744670772,0.45665561345333966,0.48562372651120667,20.670772552490234,0.00541576315635177,1.9251069087703818,0.013306064048802002,0.025399661032476758,0.9527661920451375,0.32445928867342955,0.013306064048802002,0.022627984578997243,0.017967024313899623,0,1.6342138672957598,0.008,low-low priority,1.0
06075021700,3454.252558124019,0.46001980787345836,34.80246807336789,139722.0,4459.0,1798.0,83.0,868.0,1798.0,541.0,4459.0,2205.0,0.4138,0.43659621802002224,0.30088987764182423,0.5054945054945055,19.99582290649414,0.005788755329851659,0.5745518640902272,0.0013721669911148815,0.39437039072878016,1.0,0.12463180924019125,0.0013721669911148815,0.13871572025063048,0.07004394362087268,0,1.03178008867304,0.012,low-low priority,2.0
06075026004,3222.876308441162,0.19596366978861313,0.15000000000000002,133542.0,3924.0,1121.0,75.0,520.0,1121.0,374.0,3924.0,703.0,0.4245,0.39696699375557537,0.33363068688670827,0.8208460754332314,16.295400619506836,0.005056166932881324,108.63600413004556,0.956234578801579,0.4066236086299299,0.35787121095529717,0.1666340721378957,0.956234578801579,0.7167548707779704,0.8364947247897747,0,1.1073414060407192,0.168,not significant,10.0
06075026301,3913.9459190368652,0.17684848053613678,0.0,102131.0,4955.0,1365.0,221.0,409.0,1365.0,567.0,4955.0,494.0,0.903,0.13772893772893774,0.4153846153846154,0.9003027245206862,18.49195098876953,0.004724631196059037,,,0.9545829325271403,0.2905783675783954,0.27151388656171865,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075030102,4796.461594761058,0.5353915832583778,27.149309468269234,206515.0,4808.0,2120.0,302.0,1238.0,2120.0,1142.0,4808.0,2337.0,0.2517,0.44150943396226416,0.5386792452830189,0.5139351081530782,30.741474151611328,0.0064091984360280805,1.1323114566703967,0.0063006929234774665,0.20873986532911915,1.0,0.42968509791249215,0.0063006929234774665,0.07620929932693042,0.04125499612520395,0,0.9482767485761227,0.07,not significant,1.0
06075033201,764.1079806046328,0.30262310747468735,26.866857945918937,68250.0,3535.0,595.0,218.0,197.0,595.0,589.0,3535.0,910.0,0.7402,-0.03529411764705882,0.9899159663865547,0.7425742574257426,6.515134811401367,0.008526458271311328,0.2424970878439104,0.0,0.7681507947414227,0.7333535951512883,1.0,0.0,0.30884973888680467,0.15442486944340234,1,0.03421390156825584,0.282,not significant,6.0
06075030500,2628.2339782603085,0.466094182046438,34.81007658243158,182375.0,3778.0,1008.0,119.0,593.0,1008.0,293.0,3778.0,1584.0,0.6351,0.47023809523809523,0.2906746031746032,0.5807305452620435,14.337749481201172,0.005455278943882947,0.4118850312566489,0.0,0.647794420777793,1.0,0.11152692107034648,0.0,0.22672804727222753,0.11336402363611377,0,0.6461896242681343,0.002,low-low priority,4.0
06075017101,3080.374683380127,0.34699519723653793,2.1144690155982966,200357.0,4125.0,1776.0,44.0,1027.0,1776.0,1177.0,4125.0,2782.0,0.1719,0.553490990990991,0.6627252252252253,0.32557575757575763,20.089677810668945,0.006521829282347021,9.501050931684851,0.08024930819156317,0.11735605331867528,0.8895604758267287,0.5888201950924755,0.08024930819156317,0.09776520138330863,0.0890072547874359,0,0.9696371182933057,0.044,low-low priority,2.0
06075020401,2538.440399169922,0.3111773372153054,2.2753481030464164,190966.0,3409.0,1607.0,93.0,997.0,1607.0,860.0,3409.0,2118.0,0.075,0.5625388923459863,0.5351586807716241,0.37870343209152246,16.289175033569336,0.00641700117871428,7.158981525402683,0.05955410194534234,0.006389995877422016,0.7634677852093789,0.42516866476479775,0.05955410194534234,0.06749338174836204,0.0635237418468522,0,1.5755102728582189,0.006,low-low priority,1.0
06075031202,2769.211103439331,0.2364525005955931,0.9000000000000001,156250.0,2919.0,818.0,73.0,439.0,818.0,256.0,2919.0,233.0,0.5776,0.4474327628361858,0.31295843520782396,0.9201781431997259,12.62385082244873,0.004558645170377238,14.02650091383192,0.12023750003860127,0.581947689066007,0.5004075214265633,0.14011422214855293,0.12023750003860127,0.3387393129784186,0.22948840650850993,0,0.018025932585846074,0.578,not significant,6.0
06075032802,3254.6264816109324,0.20776731493544875,2.9455433130264272,113092.0,4185.0,1528.0,207.0,637.0,1528.0,497.0,4185.0,1194.0,0.4879,0.281413612565445,0.325261780104712,0.7146953405017922,17.28992462158203,0.00531241441046227,5.869859236195488,0.048163042576997966,0.47922678759562093,0.3994245973043042,0.15589783711710997,0.048163042576997966,0.2818972073513206,0.1650301249641593,0,-0.05289710195908546,0.51,not significant,5.0
06075980300,1566.2658185785117,0.620820995363441,98.9027358889594,104333.0,49.0,40.0,0.0,7.0,40.0,40.0,49.0,37.0,0.0144,0.175,1.0,0.24489795918367352,10.932343482971191,0.006979877459684976,0.11053631008999801,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,-1.2332507179440768,0.064,not significant,1.0
06075017603,4879.39319229126,0.09884615553146235,0.0,132600.0,4527.0,2376.0,550.0,1096.0,2376.0,1949.0,4527.0,1460.0,0.7706,0.2297979797979798,0.8202861952861953,0.6774906118842501,30.849685668945312,0.006322443068880652,,,0.802963675507306,0.015980079785155716,0.7909507300288497,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075060703,4622.818283319473,0.1609080165043158,0.9940667033195497,191910.0,5936.0,2784.0,352.0,1552.0,2784.0,1567.0,5936.0,2487.0,0.4297,0.43103448275862066,0.5628591954022989,0.5810309973045822,26.297117233276367,0.0056885466011424935,26.45407712124422,0.23005117680802425,0.41257844349777845,0.23446178221372263,0.46070487552907846,0.23005117680802425,0.3742587762961762,0.3021549765521002,0,0.29188711619003777,0.01,high-high priority,7.0
06075015701,3930.3497490882874,0.2783291767579767,9.73076634407045,156581.0,4958.0,1217.0,173.0,651.0,1217.0,830.0,4958.0,2163.0,0.4307,0.39276910435497125,0.6820049301561216,0.563735377168213,27.744115829467773,0.007058943249491601,2.8511748045799044,0.02148906923659652,0.41372360404928776,0.6478295831660486,0.6135535860432264,0.02148906923659652,0.20837335856064168,0.1149312138986191,0,-0.09165050408039442,0.698,not significant,4.0
06075060702,2962.7875702679157,0.12539963414412414,0.0,107989.0,2359.0,1349.0,261.0,515.0,1349.0,1036.0,2359.0,406.0,0.643,0.1882876204595997,0.7679762787249814,0.827893175074184,17.767953872680664,0.005997039426985973,,,0.6568411891347167,0.10945857240129733,0.7238438100035177,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075012801,2226.1013679504395,0.2727167344236948,1.2370273590087892,236553.0,2547.0,1210.0,154.0,825.0,1210.0,761.0,2547.0,1817.0,0.2005,0.5545454545454546,0.6289256198347107,0.28661170003926184,15.168596267700195,0.006813973741755456,12.262134832534791,0.10464704834304576,0.1501076450918419,0.6280716201150788,0.5454596324126484,0.10464704834304576,0.16065045693640573,0.13264875263972575,0,0.5873493031288545,0.082,not significant,3.0
06075012403,1867.343521118164,0.09847578515901285,0.0,46185.0,2696.0,1181.0,378.0,30.0,1181.0,1155.0,2696.0,254.0,0.9441,-0.29466553767993225,0.9779847586790855,0.905786350148368,11.796838760375977,0.006317444341099081,,,1.0,0.01467623313548365,0.9932577795790523,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075061506,4751.25715637207,0.1793909842851541,0.15000000000000002,250001.0,4918.0,2762.0,20.0,2281.0,2762.0,1708.0,4918.0,1874.0,0.0478,0.8186097031136857,0.6183924692251991,0.6189507930052867,24.613563537597656,0.0051804317736386,164.09042358398435,1.0,0.0,0.2995289620144742,0.5319469498844682,1.0,0.6050706556978289,0.8025353278489145,0,1.447937675785994,0.012,high-high priority,10.0
06075011001,2183.6192932128906,0.11804597364881864,0.0,117750.0,2327.0,1405.0,354.0,587.0,1405.0,1093.0,2327.0,1468.0,0.2692,0.16583629893238433,0.7779359430604982,0.36914482165878815,15.249611854553223,0.006983640372638195,,,0.22878017498053227,0.083570849427621,0.7366207831279261,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075012002,1786.4545211791992,0.0943295196560559,0.0,71619.0,2035.0,1359.0,259.0,306.0,1359.0,1183.0,2035.0,529.0,0.8642,0.034584253127299486,0.8704930095658573,0.74004914004914,9.70928955078125,0.0054349491888393345,,,0.9101507031285785,7.977837878345819e-05,0.8553596393156627,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075011002,2082.7221488952637,0.12386407183288638,0.0,155575.0,1755.0,1129.0,198.0,593.0,1129.0,772.0,1755.0,686.0,0.5121,0.34986713906111605,0.6837909654561559,0.6091168091168091,11.888387680053711,0.005708100663528093,,,0.5069396729421465,0.10405280043949426,0.6158448404729973,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075015402,2242.8923559188843,0.2515997281968594,1.1858388543128968,207292.0,2747.0,1331.0,43.0,978.0,1331.0,1006.0,2747.0,1669.0,0.0213,0.7024793388429752,0.7558226897069872,0.3924281033855115,15.050466537475586,0.00671029374091812,12.691831173128648,0.10844397014561204,0.0,0.5537316084184954,0.7082523126380635,0.10844397014561204,0.12116224381003171,0.11480310697782187,0,0.17766471764075947,0.658,not significant,2.0
