GEOID,adult_population,baseline_ndvi,feasible_increment,median_income,acs_population,households,low_income_households,high_income_households,occupied_households,renter_households,race_total,nonhisp_white,svi,ice_income,renter_share,minority_share,cases,rate,health_efficiency,z_health_efficiency,z_svi,z_baseline_ndvi,z_renter_share,health_score,equity_score,balanced_score,safeguard_flag,local_moran_i,lisa_p,priority_cluster,priority_decile
06075025701,3881.413323432207,0.2011253953218287,2.5142388105392444,129663.0,5047.0,1559.0,64.0,628.0,1559.0,592.0,5047.0,450.0,0.5519,0.3617703656189865,0.3797305965362412,0.9108381216564295,17.964319229125977,0.004628293287054705,7.145032983272205,0.05943084857144571,0.5525170628922175,0.37604247691941683,0.22577434903751636,0.05943084857144571,0.31669002476008645,0.18806043666576608,0,-0.030502693134625735,0.036,low-high outlier,6.0
06075012502,3888.724868774414,0.1151395311606103,0.0,19128.0,4689.0,2270.0,1435.0,97.0,2270.0,2270.0,4689.0,888.0,0.9892,-0.5894273127753304,1.0,0.8106206014075495,18.993940353393555,0.00488436209666326,,,1.0,0.07333905017312822,1.0,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075980200,64.79703410321963,0.5985529515791036,13.996573233604474,-666666666.0,179.0,0.0,0.0,0.0,0.0,0.0,179.0,32.0,,,,0.8212290502793296,0.5418394207954407,0.008362102190237712,0.038712291341035855,0.0,,1.0,,0.0,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075017803,2539.9173469543457,0.09805671745632294,0.0,126319.0,2318.0,1174.0,202.0,563.0,1174.0,874.0,2318.0,733.0,0.6185,0.3074957410562181,0.7444633730834753,0.683779119930975,13.06059455871582,0.005142133689656075,,,0.6287847556227383,0.013200953089392701,0.6936797649777285,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075016601,2666.114097595215,0.2805191463415037,0.6549922823905946,146691.0,3027.0,1511.0,132.0,740.0,1511.0,1200.0,3027.0,2136.0,0.1622,0.40238252812706815,0.7941760423560555,0.29435084241823584,17.297828674316406,0.0064880301596689826,26.409209908829293,0.22965471707368448,0.10624799596903488,0.6555391212845566,0.7574547495395355,0.22965471707368448,0.20368328893332094,0.21666900300350272,0,0.5220120888669326,0.03,low-low priority,4.0
06075025501,2497.6453570434824,0.30298673028291084,5.64646329879761,146477.0,4073.0,1031.0,78.0,511.0,1031.0,198.0,4073.0,572.0,0.5308,0.41998060135790494,0.19204655674102813,0.859562975693592,13.396380424499512,0.0053636039186752684,2.372525900832865,0.017259588352724262,0.5283541752553709,0.734633687770768,0.0,0.017259588352724262,0.23335870235012673,0.1253091453514255,0,-0.2454426188700014,0.188,not significant,4.0
06075010901,2236.292655944824,0.18486393313773358,0.0,190139.0,2069.0,1071.0,78.0,655.0,1071.0,818.0,2069.0,1234.0,0.1063,0.5387488328664799,0.7637721755368814,0.4035766070565491,14.588050842285156,0.006523319210258626,,,0.04223352113966379,0.3187958541745251,0.7184504843213417,,,,0,,,not ranked (missing SVI or zero feasible capacity),
06075010702,1229.832908630371,0.12188947012549953,0.0,80472.0,1380.0,674.0,127.0,232.0,674.0,549.0,1380.0,348.0,0.7656,0.15578635014836795,0.814540059347181,0.7478260869565218,7.544705390930176,0.00613474020575079,,,0.7972378727497594,0.09710144036286138,0.783579173921264,,,,1,,,not ranked (missing SVI or zero feasible capacity),
06075012802,1606.9842681884766,0.19143265605988827,0.15000000000000002,250001.0,2035.0,935.0,9.0,678.0,935.0,702.0,2035.0,1433.0,0.0776,0.7155080213903743,0.7508021390374332,0.29582309582309585,11.271463394165039,0.007014047129951776,75.14308929443358,0.6602814450255807,0.009367413311346258,0.3419202939563366,0.7018115894556699,0.6602814450255807,0.43213127307831106,0.5462063590519459,0,-0.5101235163068424,0.028,high-low outlier,8.0
06075010102,1521.4726943969727,0.18811177738596885,0.0,108417.0,1795.0,907.0,189.0,358.0,907.0,605.0,1795.0,554.0,0.7832,0.18632855567805953,0.6670341786108048,0.6913649025069638,8.351262092590332,0.0054889332706035245,,,0.8173926984563236,0.33022951938297984,0.5943480301426537,,,,0,,,not ranked (missing SVI or zero feasible capacity),
