tractfips,depression_crudeprev
12069031101,17.8
12069031102,16.2
12069031103,20.1
12069031202,20.8
12069031203,19.1
12069031204,19.3
12069031205,21.7
12069031301,20.3
12069031305,20.8
12069031306,19.6
12069031307,19.1
12069031308,16.5
12069031309,20.3
12069031310,19.7
12069031311,20.3
12071000301,18.0
12071000302,19.0
12071000401,19.1
12071000402,17.0
12071000502,18.4
12071000503,17.8
12071000504,18.5
12071000600,17.0
12071000700,19.6
12071000800,16.4
12071000900,17.0
12071001000,18.6
12071001101,20.1
12071001102,18.8
12071001201,19.6
12071001202,17.7
12071001300,17.6
12071001401,19.5
12071001402,17.6
12071001501,16.4
12071001502,20.6
12071001601,18.6
12071001602,15.5
12071001701,17.3
12071001703,16.0
12071001705,16.5
12071001706,17.3
12071001707,16.3
12071001801,18.2
12071001802,14.7
12071001903,15.8
12071001906,17.2
12071001907,15.8
12071001908,15.5
12071001910,14.0
12071001911,14.8
12071001912,14.6
12071001913,15.4
12071001914,17.6
12071001915,11.0
12071010102,17.9
12071010103,19.1
12071010104,14.8
12071010105,18.1
12071010201,19.7
12071010203,19.2
12071010204,17.6
12071010302,19.1
12071010303,17.4
12071010304,17.8
12071010305,18.0
12071010306,18.5
12071010307,19.6
12071010404,18.9
12071010405,18.4
12071010406,17.2
12071010407,17.8
12071010409,18.4
12071010410,18.6
12071010411,18.6
12071010412,18.6
12071010501,18.1
12071010502,17.7
12071010601,17.3
12071010602,17.4
12071010701,16.3
12071010702,17.1
12071010801,17.6
12071010802,18.4
12071010803,17.0
12071020101,15.9
12071020102,16.8
12071020201,18.6
12071020202,19.6
12071020300,21.4
12071020400,17.0
12071020501,16.7
12071020502,17.7
12071020600,18.2
12071020700,17.8
12071020800,19.3
12071030100,18.4
12071030201,16.6
12071030202,19.2
12071030203,18.9
12071030204,18.6
12071030300,18.2
12071040108,16.6
12071040109,20.1
12071040110,19.1
12071040111,14.6
12071040112,17.3
12071040113,18.2
12071040114,16.0
12071040115,22.6
12071040116,18.0
12071040117,15.4
12071040118,16.3
12071040119,17.0
12071040120,19.2
12071040121,19.2
12071040122,20.5
12071040123,18.4
12071040124,19.1
12071040125,17.5
12071040126,19.2
12071040127,19.7
12071040203,18.7
12071040205,21.5
12071040206,18.4
12071040207,17.1
12071040208,20.7
12071040209,19.9
12071040210,19.3
12071040301,19.2
12071040302,18.9
12071040303,20.5
12071040304,18.9
12071040305,19.9
12071040308,19.8
12071040309,17.4
12071040310,18.2
12071040311,18.9
12071040312,17.9
12071040313,18.3
12071040314,20.4
12071050103,17.3
12071050104,15.8
12071050105,16.1
12071050106,17.2
12071050203,16.7
12071050204,19.6
12071050205,18.9
12071050206,20.3
12071050207,16.7
12071050208,20.2
12071050209,20.6
12071050305,13.1
12071050306,16.3
12071050307,14.8
12071050308,17.1
12071050310,15.7
12071050311,17.4
12071050312,16.0
12071050313,17.0
12071050314,15.0
12071050400,17.7
12071050500,17.5
12071050601,17.5
12071050602,17.4
12071060101,17.1
12071060102,17.2
12071060201,13.9
12071060202,14.7
12071060203,16.7
12071060300,14.2
12071070101,17.6
12071070102,18.6
12071070200,17.2
12071080100,21.0
12071080202,14.5
12071080203,14.1
12071080204,15.3
12071080300,15.8
12071090100,16.4
12073000200,20.6
12073000301,18.2
12073000302,18.8
12073000303,21.5
12073000400,22.1
12073000500,29.4
12073000600,21.6
12073000700,21.5
12073000800,20.0
12073000901,19.2
12073000903,21.1
12073000904,20.4
12073000905,20.2
12073001001,22.4
12073001002,20.2
12073001101,21.9
12073001102,17.7
12073001200,20.7
12073001300,30.2
12073001401,22.1
12073001402,24.2
12073001500,20.7
12073001601,20.5
12073001602,17.5
12073001700,17.6
12073001801,21.8
12073001802,20.3
12073001901,18.8
12073001902,22.0
12073002003,22.8
12073002004,25.8
12073002005,27.9
12073002006,25.4
12073002101,21.1
12073002103,24.6
12073002104,25.0
12073002201,22.2
12073002205,21.4
12073002206,20.2
12073002207,21.6
12073002208,20.7
12073002302,19.4
12073002303,20.5
12073002304,22.5
12073002403,19.3
12073002408,18.8
12073002410,19.3
12073002411,19.6
12073002412,19.3
12073002413,18.3
12073002414,17.9
12073002415,18.7
12073002416,17.0
12073002417,17.5
12073002505,17.3
12073002507,18.9
12073002508,19.0
12073002509,22.1
12073002510,18.2
12073002511,18.4
12073002512,18.9
12073002513,17.7
12073002603,20.6
12073002604,22.0
12073002605,17.9
12073002606,19.7
12073002701,21.5
12073002702,21.7
12075970101,21.6
12075970102,22.5
12075970200,22.3
12075970301,22.1
12075970302,22.2
12075970400,21.9
12075970500,21.5
12075970600,21.2
12075970700,21.9
12077950100,21.3
12077950200,19.6
12079110100,20.3
12079110200,21.9
12079110301,20.0
12079110302,18.7
12079110400,22.0
12081000101,16.4
12081000103,20.2
12081000105,20.7
12081000106,20.4
12081000201,19.2
12081000202,17.8
12081000304,17.9
12081000305,19.6
12081000306,20.2
12081000307,22.3
12081000308,17.9
12081000309,21.6
12081000310,20.5
12081000403,18.3
12081000405,18.6
12081000406,17.1
12081000407,14.6
12081000408,18.4
12081000501,21.2
12081000503,19.2
12081000504,20.4
12081000601,21.9
12081000603,20.6
12081000604,19.2
12081000703,18.4
12081000704,20.5
12081000705,18.1
12081000803,20.8
12081000804,18.3
12081000805,18.9
12081000807,17.4
12081000808,16.5
12081000809,17.4
12081000810,15.9
12081000901,20.2
12081000902,18.4
12081001000,18.7
12081001104,17.6
12081001105,18.0
12081001106,21.2
12081001107,19.6
12081001108,16.6
12081001202,19.6
12081001203,20.1
12081001204,17.2
12081001300,21.3
12081001402,17.7
12081001403,18.1
12081001404,20.2
12081001501,17.8
12081001502,18.5
12081001601,17.4
12081001602,17.0
12081001701,17.7
12081001703,15.3
12081001704,12.7
12081001800,16.5
12081001904,18.4
12081001907,19.1
12081001908,17.1
12081001909,17.1
12081001910,18.9
12081001911,18.2
12081001912,18.0
12081001913,19.0
12081001914,18.6
12081002003,19.0
12081002005,17.1
12081002007,17.7
12081002008,18.8
12081002010,20.6
12081002011,18.3
12081002012,18.8
12081002013,18.3
12081002014,18.7
12081002015,18.4
12081002016,16.1
12081002017,18.1
12083000100,19.2
12083000200,21.1
12083000301,22.5
12083000302,22.4
12083000401,21.7
12083000402,23.6
12083000501,20.0
12083000502,21.3
12083000601,21.9
12083000602,22.0
12083000604,24.1
12083000605,22.4
12083000701,22.2
12083000702,18.9
12083000801,16.8
12083000802,18.5
12083000901,20.6
12083000902,22.5
12083001003,24.1
12083001004,18.2
12083001005,17.8
12083001006,17.5
12083001007,16.5
12083001008,15.8
12083001102,22.3
12083001103,20.9
12083001104,20.3
12083001204,20.8
12083001205,19.2
12083001206,21.1
12083001207,21.0
12083001208,19.3
12083001301,20.6
12083001302,21.4
12083001401,22.8
12083001402,20.2
12083001500,21.7
12083001600,21.4
12083001700,20.7
12083001800,20.3
12083001900,21.6
12083002001,21.9
12083002002,22.1
12083002100,20.0
12083002201,20.8
12083002202,19.0
12083002203,20.1
12083002301,18.5
12083002302,20.5
12083002401,19.0
12083002402,19.9
12083002502,19.1
12083002503,20.2
12083002504,19.0
12083002601,21.4
12083002602,22.4
12083002604,21.2
12083002605,16.3
12083002606,14.5
12083002701,19.7
12083002702,18.5
12085000100,13.5
12085000200,16.8
12085000300,17.4
12085000400,17.1
12085000501,17.5
12085000502,15.8
12085000603,17.7
12085000604,15.8
12085000606,16.3
12085000607,14.9
12085000610,15.9
12085000700,15.3
12085000800,16.4
12085000901,14.3
12085000902,17.0
12085001000,18.5
12085001102,16.0
12085001103,16.2
12085001104,18.4
12085001200,19.8
12085001301,17.5
12085001302,16.2
12085001404,17.0
12085001406,16.6
12085001407,15.3
12085001408,19.0
12085001409,16.3
12085001410,15.9
12085001500,15.9
12085001601,14.6
12085001602,15.8
12085001700,17.5
12085001801,17.9
12085001802,16.8
12086000107,15.2
12086000109,17.5
12086000113,15.5
12086000115,16.1
12086000118,14.5
12086000119,15.0
12086000120,15.0
12086000121,14.5
12086000122,13.7
12086000123,14.9
12086000124,17.3
12086000125,16.0
12086000126,14.9
12086000127,15.4
12086000128,15.0
12086000129,13.6
12086000130,14.6
12086000131,15.5
12086000132,15.3
12086000133,14.7
12086000134,15.3
12086000140,15.3
12086000202,16.0
12086000204,15.4
12086000206,16.4
12086000209,17.8
12086000211,15.9
12086000212,17.2
12086000213,16.4
12086000214,16.8
12086000215,16.6
12086000216,15.4
12086000217,17.2
12086000218,16.5
12086000219,16.9
12086000220,17.0
12086000301,15.7
12086000302,15.7
12086000305,17.4
12086000306,17.2
12086000307,16.2
12086000308,15.2
12086000402,16.2
12086000403,16.5
12086000404,15.8
12086000405,16.3
12086000408,16.6
12086000409,16.4
12086000410,16.8
12086000411,16.6
12086000412,16.6
12086000413,16.0
12086000414,16.9
12086000501,16.9
12086000503,18.3
12086000504,17.5
12086000505,16.2
12086000601,14.5
12086000602,14.7
12086000603,14.6
12086000604,14.5
12086000605,14.7
12086000607,14.4
12086000608,16.1
12086000705,14.7
12086000706,15.3
12086000707,15.6
12086000708,15.0
12086000709,15.2
12086000710,16.3
12086000711,15.7
12086000712,15.3
12086000804,14.8
12086000805,15.8
12086000806,15.9
12086000807,16.9
12086000808,14.9
12086000901,16.6
12086000902,15.2
12086000903,16.5
12086001002,16.1
12086001003,15.4
12086001004,17.7
12086001005,15.0
12086001006,16.4
12086001101,16.5
12086001102,16.4
12086001103,16.4
12086001104,14.1
12086001203,16.9
12086001204,15.4
12086001205,14.8
12086001206,14.9
12086001301,15.5
12086001302,15.2
12086001401,17.4
12086001402,17.2
12086001501,19.8
12086001502,18.8
12086001602,14.5
12086001603,14.5
12086001605,15.8
12086001606,15.8
12086001701,18.0
12086001702,17.4
12086001703,16.5
12086001801,17.0
12086001802,17.1
12086001803,18.0
12086001901,17.2
12086001903,16.2
12086001904,17.4
12086002001,17.5
12086002003,18.0
12086002004,17.8
12086002100,14.6
12086002201,14.8
12086002202,15.8
12086002300,16.8
12086002402,16.2
12086002403,15.8
12086002404,16.4
12086002501,17.0
12086002502,17.0
12086002600,16.2
12086002702,15.7
12086002703,15.0
12086002705,14.3
12086002706,14.1
12086002800,16.9
12086002900,16.6
12086003001,15.3
12086003003,16.4
12086003004,15.4
12086003100,19.1
12086003400,16.8
12086003601,16.3
12086003602,15.2
12086003702,15.5
12086003703,14.6
12086003704,14.4
12086003705,14.5
12086003706,13.3
12086003707,14.0
12086003801,14.9
12086003803,14.4
12086003804,13.4
12086003906,14.6
12086003909,14.4
12086003911,16.1
12086003912,15.2
12086003913,15.0
12086003914,14.7
12086003915,14.3
12086003916,15.6
12086003917,15.9
12086003918,14.2
12086003919,13.5
12086003921,13.1
12086003922,13.7
12086004000,15.2
12086004102,14.5
12086004103,15.6
12086004105,14.9
12086004106,14.7
12086004203,16.5
12086004204,15.6
12086004205,15.3
12086004206,14.9
12086004301,15.6
12086004303,17.1
12086004304,15.3
12086004403,15.3
12086004404,16.0
12086004405,16.2
12086004406,15.7
12086004500,15.2
12086004602,13.4
12086004605,12.8
12086004607,12.7
12086004608,13.4
12086004701,14.4
12086004702,14.7
12086004703,14.2
12086004901,15.0
12086004902,15.0
12086005001,15.0
12086005002,14.9
12086005102,14.8
12086005103,15.5
12086005104,16.2
12086005201,17.3
12086005202,16.0
12086005302,16.0
12086005303,16.2
12086005304,16.1
12086005403,15.4
12086005405,16.2
12086005406,16.8
12086005407,14.8
12086005409,18.1
12086005410,15.9
12086005501,14.4
12086005502,14.3
12086005600,13.4
12086005701,14.4
12086005703,14.2
12086005704,15.2
12086005801,13.4
12086005802,14.0
12086005901,13.5
12086005902,13.6
12086005903,14.4
12086005904,13.8
12086006001,12.9
12086006002,14.0
12086006101,12.9
12086006102,12.7
12086006201,14.4
12086006203,13.8
12086006205,14.8
12086006206,14.7
12086006301,14.0
12086006302,13.8
12086006401,14.4
12086006402,14.3
12086006403,14.7
12086006501,13.5
12086006503,13.6
12086006504,13.0
12086006601,14.2
12086006602,15.5
12086006702,14.6
12086006705,13.6
12086006706,13.6
12086006707,13.7
12086006709,14.9
12086006711,15.1
12086006713,14.2
12086006714,14.6
12086006801,14.7
12086006802,13.6
12086006900,14.0
12086007001,14.0
12086007002,15.0
12086007101,15.0
12086007103,15.3
12086007104,15.3
12086007200,15.6
12086007300,15.1
12086007400,13.6
12086007501,13.0
12086007503,14.0
12086007601,14.4
12086007603,17.3
12086007604,14.2
12086007605,15.2
12086007606,14.0
12086007701,13.6
12086007702,13.7
12086007704,14.6
12086007705,13.8
12086007801,14.7
12086007804,15.5
12086007805,13.9
12086007806,14.1
12086007807,14.0
12086007901,13.6
12086007902,14.4
12086008000,13.4
12086008101,14.1
12086008102,14.4
12086008202,15.3
12086008205,14.1
12086008206,14.1
12086008207,14.7
12086008208,15.9
12086008209,14.6
12086008304,15.0
12086008305,14.7
12086008306,14.7
12086008307,15.2
12086008308,14.9
12086008309,17.8
12086008405,14.2
12086008407,14.1
12086008409,14.7
12086008410,14.3
12086008412,14.3
12086008414,14.3
12086008415,14.5
12086008416,14.2
12086008417,15.2
12086008418,13.9
12086008419,14.8
12086008501,14.1
12086008502,13.7
12086008601,13.4
12086008602,14.5
12086008701,14.6
12086008702,14.3
12086008803,13.8
12086008804,13.7
12086008805,14.5
12086008806,13.7
12086008901,13.1
12086008902,12.8
12086008904,19.6
12086008906,13.2
12086008907,13.3
12086009006,13.6
12086009010,14.5
12086009014,13.7
12086009015,13.9
12086009017,15.9
12086009019,13.4
12086009020,16.4
12086009021,15.8
12086009022,14.7
12086009023,15.2
12086009024,15.1
12086009026,14.7
12086009027,14.8
12086009028,13.6
12086009029,13.5
12086009030,14.7
12086009031,14.9
12086009034,14.1
12086009035,14.8
12086009036,14.3
12086009038,14.1
12086009039,14.6
12086009040,9.2
12086009043,14.2
12086009044,15.2
12086009046,16.3
12086009047,14.8
12086009100,14.4
12086009200,13.8
12086009305,13.7
12086009306,15.3
12086009307,15.9
12086009308,16.2
12086009309,15.3
12086009311,14.8
12086009312,15.8
12086009313,14.7
12086009314,16.0
12086009315,14.4
12086009400,15.9
12086009501,17.1
12086009503,15.8
12086009504,15.3
12086009600,16.3
12086009703,15.4
12086009704,15.3
12086009705,15.9
12086009706,15.8
12086009803,15.9
12086009804,15.5
12086009806,16.0
12086009807,14.8
12086009808,14.9
12086009901,16.1
12086009903,15.0
12086009904,17.4
12086009905,15.4
12086009906,16.3
12086010001,16.3
12086010005,15.0
12086010006,16.0
12086010009,15.3
12086010010,16.3
12086010011,18.1
12086010012,16.3
12086010013,14.8
12086010015,16.1
12086010016,15.2
12086010193,14.1
12086010198,14.4
12086010201,14.6
12086010204,15.0
12086010205,15.2
12086010207,17.1
12086010208,16.4
12086010209,15.8
12086010210,16.2
12086010300,16.7
12086010400,15.2
12086010500,16.5
12086010604,16.8
12086010606,15.8
12086010608,16.4
12086010609,16.5
12086010610,14.1
12086010612,15.5
12086010613,14.9
12086010614,15.9
12086010617,15.8
12086010703,16.2
12086010704,17.7
12086010801,17.8
12086010802,17.5
12086010900,18.5
12086011001,17.6
12086011003,16.6
12086011005,16.9
12086011007,15.6
12086011008,15.8
12086011009,16.5
12086011101,17.9
12086011102,16.7
12086011201,18.4
12086011202,19.3
12086011300,19.8
12086011401,17.1
12086011403,18.6
12086011404,21.9
12086011500,15.3
12086011600,15.6
12086011700,16.2
12086011800,14.2
12086011900,15.0
12086012000,16.4
12086012100,15.9
12086012200,14.5
12086012300,14.5
12086012400,13.7
12086012500,14.6
12086012600,14.6
12086012700,13.2
12086012800,13.6
12086012900,14.6
12086013000,14.3
12086013100,14.9
12086013200,14.8
12086013300,14.6
12086013400,15.2
12086013500,15.6
12086013600,15.9
12086013700,15.1
12086013800,15.3
12086013900,14.4
12086014000,14.7
12086014100,13.2
12086014200,13.3
12086014300,13.3
12086014400,14.3
12086014500,13.6
12086014600,14.9
12086014700,13.9
12086014800,15.5
12086014900,14.2
12086015000,13.7
12086015100,13.5
12086015200,13.6
12086015300,13.9
12086015400,13.8
12086015500,13.8
12086015600,15.3
12086015700,13.3
12086015800,14.6
12086015900,14.1
12086016000,14.4
12086016100,13.1
12086016200,13.7
12086016300,13.4
12086016400,13.6
12086016500,13.8
12086016600,14.1
12086016700,14.2
12086016800,13.8
12086016900,15.4
12086017000,14.6
12086017100,14.8
12086017200,13.6
12086017300,14.5
12086017400,15.0
12086017500,15.7
12086017600,15.3
12086017700,15.2
12086017800,16.2
12086017900,14.1
12086018000,13.8
12086018100,14.5
12086018200,14.7
12086018300,14.5
12086018400,14.9
12086018500,15.2
12086018600,14.5
12086018700,14.2
12086018800,15.2
12086018900,14.6
12086019000,14.8
12086019100,14.1
12086019200,15.4
12086019300,15.3
12086019400,14.9
12086019500,14.6
12086019600,14.7
12086019700,14.2
12086019800,14.1
12086019900,15.0
12086020000,15.0
12086020100,14.7
12086020200,14.1
12086020300,15.3
12086490100,13.8
12086980300,23.4
12086980700,22.3
12086981000,13.9
12087970200,15.6
12087970300,18.2
12087970400,18.9
12087970500,18.5
12087970600,17.1
12087970700,17.3
12087970800,17.6
12087970900,17.0
12087971001,16.7
12087971002,18.0
12087971100,18.8
12087971200,17.1
12087971300,18.0
12087971401,19.0
12087971402,18.4
12087971501,17.3
12087971502,17.6
12087971600,17.5
12087971700,18.7
12087971800,18.0
12087971900,18.9
12087972000,17.6
12087972100,17.3
12087972200,18.2
12087972300,17.6
12087972400,17.7
12087972500,16.5
12087972600,17.4
12089050101,19.2
12089050102,18.8
12089050201,13.9
12089050202,18.0
12089050203,16.8
12089050301,20.6
12089050302,21.8
12089050303,19.6
12089050400,21.9
12089050502,20.9
12089050503,21.9
12089050504,21.1
12091020100,21.5
12091020200,22.2
12091020301,20.2
12091020302,19.8
12091020400,21.8
12091020500,21.8
12091020600,20.1
12091020700,20.8
12091020800,20.1
12091020900,18.3
12091021001,18.9
12091021002,17.9
12091021101,20.0
12091021102,19.4
12091021200,20.4
12091021400,23.5
12091021501,19.2
12091021502,19.3
12091021600,17.8
12091021700,18.4
12091021801,20.6
12091021802,19.5
12091021900,20.3
12091022001,20.2
12091022002,20.0
12091022100,22.4
12091022300,20.5
12091022400,18.9
12091022500,19.6
12091022600,20.6
12091022700,18.7
12091022800,20.5
12091022900,19.0
12091023100,20.3
12091023200,17.8
12091023303,17.7
12091023304,19.3
12091023305,19.1
12091023306,20.2
12091023307,22.3
12091023308,18.4
12093910101,19.5
12093910102,23.4
12093910201,21.4
12093910202,21.3
12093910300,18.8
12093910401,20.5
12093910402,22.9
12093910403,20.9
12093910500,19.7
12093910601,19.6
12093910602,20.0
12095010200,17.2
12095010300,16.3
12095010400,18.5
12095010500,18.1
12095010802,17.5
12095011000,19.2
12095011100,17.9
12095011200,16.9
12095011300,17.6
12095011600,18.7
12095011701,15.6
12095011702,16.5
12095012000,18.0
12095012100,18.3
12095012201,18.5
12095012202,18.7
12095012303,17.2
12095012304,17.7
12095012305,18.0
12095012306,17.3
12095012307,17.7
12095012401,19.1
12095012402,19.4
12095012403,17.7
12095012500,18.0
12095012600,17.5
12095012701,17.6
12095012800,16.1
12095012900,16.7
12095013201,17.1
12095013202,17.9
12095013300,17.5
12095013402,17.7
12095013403,18.3
12095013405,19.4
12095013406,17.1
12095013503,18.5
12095013505,16.7
12095013507,17.5
12095013508,18.2
12095013509,17.2
12095013510,17.7
12095013511,18.8
12095013512,18.1
12095013603,18.2
12095013604,18.2
12095013605,18.9
12095013606,19.1
12095013607,17.7
12095013701,18.9
12095013702,18.9
12095013801,19.1
12095013802,18.0
12095013803,17.5
12095013900,17.4
12095014000,17.2
12095014100,17.1
12095014200,17.5
12095014301,17.4
12095014302,17.8
12095014400,16.7
12095014502,19.4
12095014503,19.2
12095014504,17.0
12095014601,18.4
12095014605,15.2
12095014606,19.0
12095014607,17.6
12095014608,17.8
12095014609,19.2
12095014701,18.7
12095014702,18.2
12095014703,19.1
12095014704,18.1
12095014804,18.0
12095014805,18.3
12095014806,16.8
12095014807,16.8
12095014808,15.9
12095014809,16.2
12095014810,16.4
12095014811,16.4
12095014812,18.0
12095014813,16.2
12095014904,19.1
12095014906,17.0
12095014908,16.3
12095014909,17.6
12095015001,20.5
12095015002,20.0
12095015003,19.9
12095015004,17.1
12095015103,17.4
12095015104,19.2
12095015105,18.5
12095015106,17.4
12095015201,18.3
12095015202,19.3
12095015300,18.5
12095015402,17.6
12095015501,16.8
12095015601,15.7
12095015602,16.1
12095015701,16.3
12095015702,17.6
12095015801,15.6
12095015802,16.2
12095015901,16.6
12095015902,17.8
12095016001,20.1
12095016002,15.7
12095016100,15.2
12095016200,16.6
12095016301,16.6
12095016302,19.8
12095016402,18.4
12095016406,19.1
12095016407,19.7
12095016408,17.2
12095016409,16.9
12095016410,17.9
12095016411,18.5
12095016412,17.2
12095016503,19.7
12095016504,17.9
12095016505,18.8
12095016507,20.5
12095016508,21.8
12095016509,17.7
12095016510,21.8
12095016511,19.7
12095016601,17.9
12095016602,17.7
12095016704,16.4
12095016709,17.6
12095016710,16.2
12095016712,19.1
12095016713,17.2
12095016714,17.2
12095016715,17.3
12095016716,16.5
12095016717,17.0
12095016723,17.2
12095016724,18.6
12095016727,19.4
12095016728,17.6
12095016729,18.4
12095016730,16.6
12095016731,17.0
12095016732,16.7
12095016733,16.4
12095016734,16.3
12095016802,16.1
12095016803,16.2
12095016804,16.8
12095016806,15.9
12095016807,15.4
12095016902,17.8
12095016903,18.1
12095016904,17.4
12095016906,18.3
12095016907,19.0
12095017001,17.4
12095017004,17.5
12095017006,15.9
12095017008,17.8
12095017011,16.5
12095017012,15.8
12095017013,16.2
12095017014,16.8
12095017015,16.7
12095017016,15.8
12095017017,19.1
12095017103,17.4
12095017104,16.4
12095017105,16.8
12095017107,15.4
12095017108,16.8
12095017109,15.6
12095017200,18.0
12095017300,19.3
12095017400,17.6
12095017501,17.2
12095017503,19.5
12095017504,18.2
12095017600,18.0
12095017701,18.2
12095017702,18.3
12095017703,19.5
12095017802,17.2
12095017804,18.0
12095017805,19.4
12095017806,17.6
12095017807,18.7
12095017808,16.9
12095017901,17.7
12095017902,16.2
12095018000,17.1
12095018100,18.1
12095018200,17.4
12095018300,16.8
12095018400,18.2
12095018500,18.1
12095018700,19.2
12095018800,17.3
12095018900,16.1
12097040801,21.8
12097040802,19.5
12097040803,18.7
12097040804,19.5
12097040901,18.5
12097040902,19.4
12097041001,17.2
12097041002,18.1
12097041100,18.3
12097041300,18.2
12097041500,17.8
12097041600,20.0
12097041700,19.9
12097041800,21.0
12097041900,19.6
12097042000,19.4
12097042100,19.0
12097042200,18.8
12097042300,18.4
12097042400,18.4
12097042500,17.0
12097042601,17.6
12097042602,17.9
12097042701,17.6
12097042702,17.9
12097042800,18.0
12097042900,18.7
12097043100,18.8
12097043201,20.0
12097043202,21.7
12097043203,19.4
12097043204,18.9
12097043205,20.8
12097043206,21.9
12097043301,19.2
12097043302,20.3
12097043400,22.9
12097043500,22.6
12097043600,19.7
12097043700,19.8
12097043800,20.4
12099000101,17.2
12099000102,16.3
12099000202,17.9
12099000204,18.4
12099000205,17.6
12099000206,17.8
12099000208,17.8
12099000209,17.6
12099000210,17.8
12099000211,16.8
12099000213,16.8
12099000214,18.1
12099000215,18.1
12099000301,14.3
12099000303,15.4
12099000304,17.5
12099000405,15.4
12099000406,16.4
12099000407,13.5
12099000408,15.8
12099000410,14.7
12099000505,13.5
12099000507,14.6
12099000509,13.6
12099000511,16.0
12099000600,18.9
12099000702,18.0
12099000703,16.5
12099000802,18.2
12099000803,16.0
12099000804,17.9
12099000902,18.6
12099000903,18.5
12099000904,16.5
12099000905,16.0
12099001002,16.9
12099001003,16.6
12099001004,17.8
12099001101,16.7
12099001102,16.8
12099001200,15.7
12099001301,17.8
12099001302,17.2
12099001402,18.4
12099001403,17.8
12099001404,18.1
12099001500,16.4
12099001600,18.8
12099001700,18.5
12099001801,16.6
12099001802,15.5
12099001904,17.8
12099001907,14.8
12099001908,16.9
12099001909,19.7
12099001910,14.6
12099001911,15.2
12099001912,14.1
12099001913,14.0
12099001914,15.6
12099001915,17.1
12099001916,17.7
12099001917,18.9
12099002005,16.5
12099002006,17.4
12099002100,16.5
12099002200,18.0
12099002300,18.5
12099002400,17.7
12099002600,16.6
12099002700,17.2
12099002800,17.6
12099002900,21.4
12099003000,19.2
12099003101,17.9
12099003102,19.1
12099003201,18.2
12099003202,17.8
12099003300,16.7
12099003400,17.2
12099003504,15.7
12099003507,14.2
12099003509,14.1
12099003511,12.4
12099003600,17.7
12099003700,17.6
12099003800,16.8
12099003901,17.8
12099003902,17.6
12099004005,18.3
12099004007,19.3
12099004008,17.8
12099004009,17.7
12099004010,19.1
12099004011,19.6
12099004012,15.1
12099004013,16.7
12099004101,18.0
12099004102,17.1
12099004201,17.3
12099004202,17.6
12099004203,16.6
12099004300,16.7
12099004401,18.2
12099004402,20.1
12099004500,19.3
12099004601,18.4
12099004602,18.9
12099004702,20.1
12099004704,19.1
12099004705,18.4
12099004706,15.9
12099004809,14.0
12099004810,17.0
12099004811,17.1
12099004812,17.8
12099004813,18.3
12099004815,17.2
12099004816,15.4
12099004817,15.1
12099004818,16.0
12099004819,19.2
12099004902,14.3
12099004903,19.6
12099004904,19.5
12099005000,18.0
12099005101,19.2
12099005102,18.9
12099005202,20.3
12099005203,19.6
12099005204,18.8
12099005300,18.3
12099005405,13.2
12099005407,12.2
12099005409,15.3
12099005411,14.8
12099005501,19.2
12099005502,18.5
12099005601,18.1
12099005602,18.3
12099005701,18.7
12099005702,17.7
12099005807,16.2
12099005808,17.9
12099005810,15.9
12099005811,15.9
12099005812,19.1
12099005813,17.9
12099005814,20.3
12099005815,18.0
12099005816,18.4
12099005817,18.1
12099005903,17.9
12099005915,15.9
12099005916,17.8
12099005917,16.7
12099005918,18.2
12099005921,16.8
12099005922,15.0
12099005923,13.0
12099005926,13.7
12099005930,14.0
12099005931,13.0
12099005933,12.3
12099005934,13.2
12099005935,11.7
12099005936,14.7
12099005937,13.8
12099005938,13.3
12099005939,13.8
12099005940,14.4
12099005942,14.6
12099005943,13.4
12099005944,13.4
12099005945,13.6
12099005946,17.7
12099005947,12.6
12099005949,15.1
12099005950,16.3
12099005951,15.9
12099005952,12.1
12099005953,13.8
12099005954,14.1
12099005955,14.4
12099005956,12.7
12099006005,17.0
12099006006,14.4
12099006007,16.6
12099006008,13.8
12099006009,14.0
12099006010,18.2
12099006011,17.1
12099006012,17.4
12099006100,17.7
12099006201,18.5
12099006202,16.8
12099006203,15.4
12099006300,17.0
12099006401,17.8
12099006402,15.4
12099006501,19.1
12099006502,17.8
12099006602,17.2
12099006603,13.5
12099006604,16.6
12099006605,15.1
12099006700,16.1
12099006801,18.5
12099006802,17.8
12099006906,18.5
12099006907,16.2
12099006908,15.3
12099006909,16.5
12099006910,16.7
12099006911,16.2
12099006912,16.7
12099007002,15.4
12099007005,13.3
12099007006,15.0
12099007007,16.1
12099007008,17.2
12099007009,16.1
12099007010,12.8
12099007011,13.4
12099007100,21.7
12099007201,16.6
12099007202,17.5
12099007203,17.5
12099007301,17.1
12099007302,18.1
12099007407,15.1
12099007410,15.2
12099007412,14.8
12099007414,12.8
12099007416,14.5
12099007418,13.3
12099007420,14.4
12099007501,16.9
12099007504,16.4
12099007505,16.7
12099007602,17.7
12099007603,16.9
12099007604,17.3
12099007605,16.9
12099007607,16.5
12099007610,15.8
12099007612,17.1
12099007613,16.8
12099007614,15.9
12099007615,18.1
12099007616,13.7
12099007617,13.3
12099007618,15.7
12099007705,17.2
12099007710,17.1
12099007713,16.2
12099007716,17.8
12099007721,16.8
12099007723,16.7
12099007724,18.2
12099007725,17.7
12099007730,16.4
12099007731,14.7
12099007732,20.2
12099007733,17.9
12099007734,17.8
12099007735,17.2
