GEOID,name,acs_year,population_total,population_adult,adult_fraction
31051,Dixon,2023,5561,4170,0.74986513
31055,Douglas,2023,585461,436245,0.74513076
31079,Hall,2023,62431,45211,0.72417549
31093,Howard,2023,6492,4844,0.74614911
31109,Lancaster,2023,323673,250383,0.77356777
31121,Merrick,2023,7696,5940,0.77182952
31153,Sarpy,2023,194051,142235,0.73297741
31155,Saunders,2023,22761,17088,0.75075788
31159,Seward,2023,17636,13485,0.76462917
31177,Washington,2023,20989,15900,0.75753966
32003,Clark,2023,2293764,1776818,0.77462982
32029,Storey,2023,4139,3659,0.88402996
32031,Washoe,2023,491770,388530,0.79006446
32510,Carson City,2023,58364,46595,0.79835172
33011,Hillsborough,2023,424732,340184,0.80093800
33015,Rockingham,2023,317163,257607,0.81222274
33017,Strafford,2023,131743,108122,0.82070395
34001,Atlantic,2023,274704,217089,0.79026516
34003,Bergen,2023,954717,753888,0.78964552
34005,Burlington,2023,464226,368180,0.79310508
34007,Camden,2023,524042,404536,0.77195339
34009,Cape May,2023,95236,78717,0.82654668
34011,Cumberland,2023,152915,115652,0.75631560
34013,Essex,2023,854130,651811,0.76312856
34015,Gloucester,2023,304504,239327,0.78595683
34017,Hudson,2023,710478,568180,0.79971512
34019,Hunterdon,2023,129448,104600,0.80804647
34021,Mercer,2023,383286,299242,0.78072771
34023,Middlesex,2023,861535,675050,0.78354333
34025,Monmouth,2023,643615,508148,0.78952169
34027,Morris,2023,510375,404214,0.79199412
34029,Ocean,2023,646434,485435,0.75094287
34031,Passaic,2023,518289,395435,0.76296236
34033,Salem,2023,64973,50752,0.78112447
34035,Somerset,2023,346203,272106,0.78597239
34037,Sussex,2023,145117,116723,0.80433719
34039,Union,2023,572549,437773,0.76460355
34041,Warren,2023,110238,88834,0.80583828
35001,Bernalillo,2023,674357,535032,0.79339578
35013,Doña Ana,2023,221665,169534,0.76482079
35043,Sandoval,2023,151538,117926,0.77819425
35045,San Juan,2023,121178,90428,0.74624107
35049,Santa Fe,2023,155175,129599,0.83517964
35057,Torrance,2023,15290,12132,0.79345978
35061,Valencia,2023,77382,59681,0.77125171
36001,Albany,2023,315374,257941,0.81788924
36005,Bronx,2023,1419250,1071887,0.75524890
36007,Broome,2023,197738,159585,0.80705277
36015,Chemung,2023,82805,65273,0.78827365
36027,Dutchess,2023,297144,241802,0.81375360
36029,Erie,2023,950044,757491,0.79732202
36043,Herkimer,2023,59932,47596,0.79416672
36045,Jefferson,2023,116130,88289,0.76026005
36047,Kings,2023,2646306,2051269,0.77514430
36051,Livingston,2023,61588,50507,0.82007859
36053,Madison,2023,67572,55021,0.81425738
36055,Monroe,2023,754068,599082,0.79446681
36059,Nassau,2023,1388138,1087999,0.78378302
36061,New York,2023,1627788,1398269,0.85899945
36063,Niagara,2023,211341,169105,0.80015236
36065,Oneida,2023,229645,180103,0.78426702
36067,Onondaga,2023,471611,372016,0.78881960
36069,Ontario,2023,112405,90503,0.80515102
36071,Orange,2023,403840,300100,0.74311609
36073,Orleans,2023,39686,32095,0.80872348
36075,Oswego,2023,117945,93525,0.79295434
36079,Putnam,2023,97988,78808,0.80426175
36081,Queens,2023,2330124,1869189,0.80218435
36083,Rensselaer,2023,160341,129499,0.80764745
36085,Richmond,2023,492734,385391,0.78214818
36087,Rockland,2023,338936,239203,0.70574681
36091,Saratoga,2023,237075,191168,0.80636086
36093,Schenectady,2023,159603,125159,0.78418952
36095,Schoharie,2023,29979,24734,0.82504420
36103,Suffolk,2023,1525680,1206356,0.79070054
36107,Tioga,2023,48106,38265,0.79543092
36109,Tompkins,2023,102879,87891,0.85431429
36111,Ulster,2023,182109,150473,0.82627987
36113,Warren,2023,65560,53954,0.82297132
36115,Washington,2023,60883,49580,0.81434883
36117,Wayne,2023,91128,71797,0.78786981
36119,Westchester,2023,996888,782149,0.78459065
36123,Yates,2023,24637,19011,0.77164427
37001,Alamance,2023,174286,135505,0.77748643
37003,Alexander,2023,36440,29301,0.80408891
37007,Anson,2023,21903,17466,0.79742501
37019,Brunswick,2023,145889,124942,0.85641824
37021,Buncombe,2023,271790,222651,0.81920233
37023,Burke,2023,87863,71558,0.81442701
37025,Cabarrus,2023,231262,172577,0.74624020
37027,Caldwell,2023,80618,64579,0.80104939
37029,Camden,2023,10743,8135,0.75723727
37035,Catawba,2023,162051,126620,0.78135895
37037,Chatham,2023,78319,62905,0.80318952
37049,Craven,2023,101074,79176,0.78334685
37051,Cumberland,2023,336749,252133,0.74872680
37053,Currituck,2023,29612,23058,0.77867081
37057,Davidson,2023,171063,133783,0.78206859
37059,Davie,2023,43526,34376,0.78978082
37063,Durham,2023,329405,263055,0.79857622
37065,Edgecombe,2023,48777,37593,0.77071161
37067,Forsyth,2023,386740,298526,0.77190360
37069,Franklin,2023,71962,56218,0.78121786
37071,Gaston,2023,231485,179258,0.77438279
37073,Gates,2023,10437,8402,0.80502060
37077,Granville,2023,61439,48792,0.79415355
37081,Guilford,2023,542987,422662,0.77840169
37085,Harnett,2023,136503,101512,0.74366131
37087,Haywood,2023,62432,51297,0.82164595
37089,Henderson,2023,117387,95109,0.81021749
37093,Hoke,2023,53102,38670,0.72822116
37097,Iredell,2023,191800,148652,0.77503650
37101,Johnston,2023,226623,169671,0.74869276
37103,Jones,2023,9245,7545,0.81611682
37109,Lincoln,2023,90359,71590,0.79228411
37115,Madison,2023,21640,17846,0.82467652
37119,Mecklenburg,2023,1130906,870043,0.76933273
37127,Nash,2023,95451,74362,0.77905941
37129,New Hanover,2023,231214,189042,0.81760620
37133,Onslow,2023,208537,157766,0.75653721
37135,Orange,2023,147292,118781,0.80643212
37137,Pamlico,2023,12315,10563,0.85773447
37141,Pender,2023,63475,49206,0.77520284
37145,Person,2023,39275,31142,0.79292171
37147,Pitt,2023,172279,135229,0.78494187
37151,Randolph,2023,145322,112758,0.77591831
37157,Rockingham,2023,91585,72853,0.79546869
37159,Rowan,2023,148487,115387,0.77708486
37169,Stokes,2023,44889,36522,0.81360690
37179,Union,2023,244975,181266,0.73993673
37183,Wake,2023,1151009,881746,0.76606351
37191,Wayne,2023,117606,89701,0.76272469
37197,Yadkin,2023,37419,29665,0.79277907
38015,Burleigh,2023,98986,75733,0.76508799
38017,Cass,2023,189286,146920,0.77617996
38035,Grand Forks,2023,72764,57308,0.78758727
38059,Morton,2023,33479,25566,0.76364288
38065,Oliver,2023,1821,1345,0.73860516
39003,Allen,2023,101685,77692,0.76404583
39013,Belmont,2023,65982,53561,0.81175169
39015,Brown,2023,43710,33698,0.77094486
39017,Butler,2023,389910,298048,0.76440204
39019,Carroll,2023,26731,21230,0.79420897
39023,Clark,2023,135445,104822,0.77390823
39025,Clermont,2023,209862,162832,0.77590035
39035,Cuyahoga,2023,1249418,991791,0.79380239
39041,Delaware,2023,221160,165286,0.74735938
39045,Fairfield,2023,161289,122691,0.76069044
39049,Franklin,2023,1321635,1012711,0.76625619
39051,Fulton,2023,42434,32585,0.76789838
39055,Geauga,2023,95479,74066,0.77573079
39057,Greene,2023,168531,133637,0.79295204
39061,Hamilton,2023,827878,636698,0.76907225
39073,Hocking,2023,27938,21886,0.78337748
39081,Jefferson,2023,64855,52252,0.80567420
39085,Lake,2023,232101,186724,0.80449460
39087,Lawrence,2023,57385,44846,0.78149342
39089,Licking,2023,180311,138851,0.77006395
39093,Lorain,2023,314588,246197,0.78260137
39095,Lucas,2023,428748,330439,0.77070680
39097,Madison,2023,44126,35260,0.79907538
39099,Mahoning,2023,227063,180910,0.79673923
39103,Medina,2023,183049,143394,0.78336402
39109,Miami,2023,109549,84308,0.76959169
39113,Montgomery,2023,535528,416417,0.77758212
39117,Morrow,2023,35214,27441,0.77926393
39123,Ottawa,2023,40161,33047,0.82286298
39127,Perry,2023,35474,27101,0.76396798
39129,Pickaway,2023,59407,46673,0.78564816
39133,Portage,2023,161421,131750,0.81618872
39139,Richland,2023,125138,97786,0.78142531
39151,Stark,2023,373764,292889,0.78362015
39153,Summit,2023,538087,426041,0.79176973
39155,Trumbull,2023,201367,159837,0.79375965
39159,Union,2023,65293,49446,0.75729404
39165,Warren,2023,246364,187159,0.75968486
39173,Wood,2023,131795,104913,0.79603172
40017,Canadian,2023,162621,120516,0.74108510
40027,Cleveland,2023,297545,235766,0.79237090
40031,Comanche,2023,121699,92616,0.76102515
40033,Cotton,2023,5475,4233,0.77315068
40037,Creek,2023,72353,55417,0.76592539
40047,Garfield,2023,62322,46106,0.73980296
40051,Grady,2023,55868,42762,0.76541133
40081,Lincoln,2023,33917,25935,0.76466079
40083,Logan,2023,50905,39535,0.77664277
40087,McClain,2023,43779,32695,0.74681925
40109,Oklahoma,2023,800487,596231,0.74483533
40111,Okmulgee,2023,36922,28185,0.76336601
40113,Osage,2023,45963,36194,0.78745948
40117,Pawnee,2023,15689,12018,0.76601440
40131,Rogers,2023,97235,74669,0.76792307
40135,Sequoyah,2023,39676,30194,0.76101422
40143,Tulsa,2023,673708,503784,0.74777797
40145,Wagoner,2023,84339,64245,0.76174723
41003,Benton,2023,96359,81184,0.84251601
41005,Clackamas,2023,422308,333294,0.78922019
41009,Columbia,2023,53178,42300,0.79544172
41017,Deschutes,2023,203026,163750,0.80654694
41029,Jackson,2023,222563,177109,0.79577019
41033,Josephine,2023,88069,71081,0.80710579
41039,Lane,2023,382628,314593,0.82219022
41043,Linn,2023,129794,100999,0.77814845
41047,Marion,2023,346532,263662,0.76085903
41051,Multnomah,2023,803863,659774,0.82075428
41053,Polk,2023,88553,68991,0.77909275
41067,Washington,2023,600266,468240,0.78005418
41071,Yamhill,2023,108122,84968,0.78585302
42001,Adams,2023,105183,84424,0.80263921
42003,Allegheny,2023,1240476,1008186,0.81274124
42005,Armstrong,2023,65069,52684,0.80966359
42007,Beaver,2023,166993,134458,0.80517147
42011,Berks,2023,429989,334868,0.77878271
42013,Blair,2023,121854,97164,0.79738047
42017,Bucks,2023,645993,516115,0.79894829
42019,Butler,2023,195870,157715,0.80520243
42021,Cambria,2023,132355,106871,0.80745722
42025,Carbon,2023,65191,52737,0.80896136
42027,Centre,2023,158041,134702,0.85232313
42029,Chester,2023,540896,420196,0.77685174
42037,Columbia,2023,65055,53562,0.82333410
42041,Cumberland,2023,264422,210294,0.79529691
42043,Dauphin,2023,287484,222951,0.77552490
42045,Delaware,2023,576195,448836,0.77896545
42049,Erie,2023,269544,213206,0.79098774
42051,Fayette,2023,126967,102412,0.80660329
42055,Franklin,2023,156626,121987,0.77884259
42069,Lackawanna,2023,215834,171535,0.79475430
42071,Lancaster,2023,555151,426058,0.76746327
42075,Lebanon,2023,143592,111019,0.77315589
42077,Lehigh,2023,375408,290864,0.77479436
42079,Luzerne,2023,325978,259927,0.79737590
42081,Lycoming,2023,113570,90147,0.79375715
42085,Mercer,2023,109852,88911,0.80937079
42089,Monroe,2023,167784,135333,0.80659062
42091,Montgomery,2023,861225,676249,0.78521757
42093,Montour,2023,18079,14417,0.79744455
42095,Northampton,2023,315927,254425,0.80532845
42099,Perry,2023,45988,36302,0.78937984
42101,Philadelphia,2023,1582432,1243710,0.78594846
42103,Pike,2023,59691,49366,0.82702585
42125,Washington,2023,209778,168523,0.80333972
42129,Westmoreland,2023,353345,288614,0.81680511
42131,Wyoming,2023,26075,21037,0.80678811
42133,York,2023,459312,358282,0.78004058
44001,Bristol,2023,50568,41405,0.81879845
44003,Kent,2023,170658,139423,0.81697313
44005,Newport,2023,85095,71196,0.83666490
44007,Providence,2023,658977,525159,0.79693070
44009,Washington,2023,130073,109708,0.84343407
45003,Aiken,2023,171949,134885,0.78444771
45007,Anderson,2023,207218,160100,0.77261628
45013,Beaufort,2023,192123,157927,0.82200986
45015,Berkeley,2023,238723,181906,0.76199612
45017,Calhoun,2023,14150,11498,0.81257951
45019,Charleston,2023,414711,333213,0.80348243
45023,Chester,2023,32177,24965,0.77586475
45027,Clarendon,2023,31037,25281,0.81454393
45031,Darlington,2023,62754,48702,0.77607802
45035,Dorchester,2023,164322,124573,0.75810299
45037,Edgefield,2023,26508,21935,0.82748604
45039,Fairfield,2023,20741,16922,0.81587194
45041,Florence,2023,136921,104482,0.76308236
45045,Greenville,2023,537575,413455,0.76911129
45051,Horry,2023,368937,305319,0.82756406
45053,Jasper,2023,30658,24820,0.80957662
45055,Kershaw,2023,66924,51367,0.76754229
45057,Lancaster,2023,100905,79098,0.78388583
45059,Laurens,2023,67904,52957,0.77988042
45063,Lexington,2023,300370,230910,0.76875187
45077,Pickens,2023,132604,107754,0.81259992
45079,Richland,2023,418725,327912,0.78312019
45081,Saluda,2023,18958,14812,0.78130604
45083,Spartanburg,2023,338096,258968,0.76595996
45085,Sumter,2023,104853,79798,0.76104642
45091,York,2023,288559,219639,0.76115803
46083,Lincoln,2023,68286,49857,0.73012038
46087,McCook,2023,5732,4108,0.71667830
46093,Meade,2023,30297,23727,0.78314685
46099,Minnehaha,2023,200689,149421,0.74454006
46103,Pennington,2023,112081,87162,0.77766972
46125,Turner,2023,8772,6557,0.74749202
46127,Union,2023,16916,12824,0.75809884
47001,Anderson,2023,78175,61459,0.78617205
47009,Blount,2023,137747,110277,0.80057642
47011,Bradley,2023,109743,85684,0.78076962
47013,Campbell,2023,39568,31492,0.79589567
47015,Cannon,2023,14661,11395,0.77723211
47019,Carter,2023,56462,46380,0.82143743
47021,Cheatham,2023,41500,32529,0.78383133
47023,Chester,2023,17452,13672,0.78340591
47033,Crockett,2023,13937,10676,0.76601851
47037,Davidson,2023,709846,561736,0.79134911
47043,Dickson,2023,55197,42630,0.77232458
47047,Fayette,2023,42653,34848,0.81701170
47053,Gibson,2023,50610,38264,0.75605612
47057,Grainger,2023,23929,19197,0.80224832
47063,Hamblen,2023,64930,49412,0.76100416
47065,Hamilton,2023,370913,292393,0.78830615
47073,Hawkins,2023,57446,46400,0.80771507
47089,Jefferson,2023,55835,45072,0.80723560
47093,Knox,2023,487401,384726,0.78934184
47105,Loudon,2023,56996,46104,0.80889887
47111,Macon,2023,25793,19341,0.74985461
47113,Madison,2023,98845,76596,0.77491021
47115,Marion,2023,29010,23003,0.79293347
47119,Maury,2023,104855,80580,0.76848982
47125,Montgomery,2023,227957,166727,0.73139671
47129,Morgan,2023,21193,17154,0.80941820
47139,Polk,2023,17702,14309,0.80832674
47145,Roane,2023,54403,44182,0.81212433
47147,Robertson,2023,74291,56381,0.75892100
47149,Rutherford,2023,351591,264421,0.75206988
47153,Sequatchie,2023,16409,13132,0.80029252
47157,Shelby,2023,922195,687301,0.74528814
47159,Smith,2023,20196,15676,0.77619331
47161,Stewart,2023,13859,10864,0.78389494
47163,Sullivan,2023,159693,129064,0.80820074
47165,Sumner,2023,200553,153775,0.76675492
47167,Tipton,2023,61339,46707,0.76145682
47169,Trousdale,2023,11805,9863,0.83549343
47171,Unicoi,2023,17779,14534,0.81748130
47173,Union,2023,20141,15799,0.78441984
47179,Washington,2023,134693,109346,0.81181650
47187,Williamson,2023,254609,187765,0.73746411
47189,Wilson,2023,153587,117540,0.76529915
48009,Archer,2023,8734,6722,0.76963591
48011,Armstrong,2023,1883,1474,0.78279341
48013,Atascosa,2023,50058,36654,0.73223061
48015,Austin,2023,30712,23470,0.76419641
48019,Bandera,2023,21589,17993,0.83343369
48021,Bastrop,2023,102370,75796,0.74041223
48027,Bell,2023,379811,274805,0.72353091
48029,Bexar,2023,2037344,1529319,0.75064348
48037,Bowie,2023,92321,70271,0.76115943
48039,Brazoria,2023,381650,282908,0.74127604
48041,Brazos,2023,237980,189739,0.79728969
48051,Burleson,2023,18327,14294,0.77994216
48055,Caldwell,2023,47184,36142,0.76597999
48059,Callahan,2023,14017,11012,0.78561746
48061,Cameron,2023,423192,299901,0.70866415
48065,Carson,2023,5802,4499,0.77542227
48071,Chambers,2023,49178,35663,0.72518199
48077,Clay,2023,10402,8362,0.80388387
48085,Collin,2023,1116601,836553,0.74919600
48091,Comal,2023,174552,135761,0.77776823
48099,Coryell,2023,83772,64716,0.77252543
48107,Crosby,2023,5072,3772,0.74369085
48113,Dallas,2023,2603816,1941989,0.74582421
48121,Denton,2023,945644,720747,0.76217583
48135,Ector,2023,163206,113701,0.69667169
48139,Ellis,2023,203927,149972,0.73542003
48141,El Paso,2023,866275,637480,0.73588641
48145,Falls,2023,17063,13459,0.78878275
48157,Fort Bend,2023,859721,628018,0.73049047
48167,Galveston,2023,354721,270087,0.76140685
48175,Goliad,2023,7096,5668,0.79875986
48181,Grayson,2023,139988,106228,0.75883647
48183,Gregg,2023,124860,92536,0.74111805
48187,Guadalupe,2023,178368,134976,0.75672766
48199,Hardin,2023,57126,42954,0.75191682
48201,Harris,2023,4758579,3515154,0.73869825
48203,Harrison,2023,69584,52662,0.75681191
48209,Hays,2023,256429,198459,0.77393353
48215,Hidalgo,2023,880921,604282,0.68596616
48229,Hudspeth,2023,3331,2733,0.82047433
48231,Hunt,2023,104917,79382,0.75661714
48235,Irion,2023,1432,1089,0.76047486
48245,Jefferson,2023,253939,191375,0.75362587
48251,Johnson,2023,188820,139921,0.74102849
48253,Jones,2023,19968,16655,0.83408454
48257,Kaufman,2023,160718,114732,0.71387150
48259,Kendall,2023,46971,36296,0.77273211
48281,Lampasas,2023,22267,17432,0.78286253
48291,Liberty,2023,97993,69242,0.70660149
48303,Lubbock,2023,314633,240399,0.76406162
48305,Lynn,2023,5667,4102,0.72383977
48309,McLennan,2023,263608,199939,0.75847091
48317,Martin,2023,5230,3691,0.70573614
48325,Medina,2023,52419,40541,0.77340277
48329,Midland,2023,171496,121782,0.71011569
48339,Montgomery,2023,654722,483927,0.73913356
48355,Nueces,2023,352829,268391,0.76068294
48359,Oldham,2023,2097,1346,0.64186934
48361,Orange,2023,84993,63421,0.74619086
48367,Parker,2023,158079,118916,0.75225678
48375,Potter,2023,116634,85300,0.73134763
48381,Randall,2023,143791,109341,0.76041616
48395,Robertson,2023,16973,12908,0.76050197
48397,Rockwall,2023,116931,85697,0.73288521
48401,Rusk,2023,52613,40681,0.77321194
48409,San Patricio,2023,69519,51441,0.73995598
48423,Smith,2023,238014,180105,0.75669919
48431,Sterling,2023,1389,889,0.64002880
48439,Tarrant,2023,2135743,1587266,0.74319148
48441,Taylor,2023,144259,108832,0.75442087
48451,Tom Green,2023,119398,90818,0.76063251
48453,Travis,2023,1307625,1039958,0.79530293
48459,Upshur,2023,41864,31808,0.75979362
48469,Victoria,2023,91281,68255,0.74774597
48473,Waller,2023,59455,45329,0.76240854
48479,Webb,2023,267731,182995,0.68350322
48485,Wichita,2023,129842,100034,0.77042867
48491,Williamson,2023,643889,486290,0.75523887
48493,Wilson,2023,51501,39383,0.76470360
48497,Wise,2023,72359,54523,0.75350682
49003,Box Elder,2023,59725,41257,0.69078275
49005,Cache,2023,137031,96391,0.70342477
49011,Davis,2023,366742,253678,0.69170698
49023,Juab,2023,12273,8136,0.66291860
49029,Morgan,2023,12585,8300,0.65951530
49035,Salt Lake,2023,1184689,878345,0.74141399
49045,Tooele,2023,76648,52486,0.68476673
49049,Utah,2023,683622,463691,0.67828566
49053,Washington,2023,189827,142689,0.75167916
49057,Weber,2023,266183,194087,0.72914874
50007,Chittenden,2023,168831,139407,0.82571921
50011,Franklin,2023,50379,39396,0.78199250
50013,Grand Isle,2023,7393,6126,0.82862167
51003,Albemarle,2023,113683,91251,0.80267938
51007,Amelia,2023,13342,10573,0.79245990
51009,Amherst,2023,31385,25130,0.80070097
51011,Appomattox,2023,16424,12833,0.78135655
51013,Arlington,2023,235463,192709,0.81842582
51015,Augusta,2023,77713,63186,0.81306860
51019,Bedford,2023,80254,64519,0.80393501
51023,Botetourt,2023,33875,27520,0.81239852
51031,Campbell,2023,55398,44514,0.80353081
51036,Charles City,2023,6686,5713,0.85447203
51041,Chesterfield,2023,371610,283089,0.76179059
51043,Clarke,2023,15060,12201,0.81015936
51045,Craig,2023,4881,3658,0.74943659
51047,Culpeper,2023,53563,40158,0.74973396
51053,Dinwiddie,2023,28083,22428,0.79863262
51059,Fairfax,2023,1144474,879683,0.76863520
51061,Fauquier,2023,73935,56620,0.76580780
51065,Fluvanna,2023,27764,22270,0.80211785
51067,Franklin,2023,54958,44587,0.81129226
51069,Frederick,2023,93355,72013,0.77138878
51071,Giles,2023,16610,13313,0.80150512
51073,Gloucester,2023,39228,31365,0.79955644
51075,Goochland,2023,25613,21368,0.83426385
51079,Greene,2023,20850,15989,0.76685851
51085,Hanover,2023,111652,87394,0.78273564
51087,Henrico,2023,334434,260169,0.77793825
51093,Isle of Wight,2023,39444,31041,0.78696380
51095,James City,2023,80046,64322,0.80356295
51097,King and Queen,2023,6676,5486,0.82174955
51101,King William,2023,18232,14045,0.77034884
51107,Loudoun,2023,427082,311307,0.72891623
51113,Madison,2023,13931,11139,0.79958366
51115,Mathews,2023,8517,7188,0.84395914
51121,Montgomery,2023,99159,83992,0.84704364
51125,Nelson,2023,14777,12167,0.82337416
51127,New Kent,2023,24139,19432,0.80500435
51145,Powhatan,2023,31074,25518,0.82120100
51149,Prince George,2023,42873,34419,0.80281296
51153,Prince William,2023,484625,355514,0.73358576
51155,Pulaski,2023,33771,27738,0.82135560
51157,Rappahannock,2023,7409,6102,0.82359293
51161,Roanoke,2023,96793,77581,0.80151457
51165,Rockingham,2023,84739,65961,0.77840192
51169,Scott,2023,21504,17637,0.82017299
51175,Southampton,2023,17988,14544,0.80853903
51177,Spotsylvania,2023,143876,108492,0.75406600
51179,Stafford,2023,160520,118466,0.73801395
51183,Sussex,2023,10793,9090,0.84221255
51187,Warren,2023,41104,32230,0.78410860
51191,Washington,2023,53913,44573,0.82675792
51199,York,2023,70590,54112,0.76656750
51510,Alexandria,2023,156788,128076,0.81687374
51520,Bristol,2023,17024,13591,0.79834352
51540,Charlottesville,2023,45863,38444,0.83823561
51550,Chesapeake,2023,251153,190053,0.75672200
51570,Colonial Heights,2023,18210,13813,0.75853926
51600,Fairfax,2023,24478,18595,0.75966174
51610,Falls Church,2023,14593,11065,0.75824025
51620,Franklin,2023,8212,6030,0.73429128
51630,Fredericksburg,2023,28383,22375,0.78832400
51650,Hampton,2023,137334,107751,0.78459085
51660,Harrisonburg,2023,51492,42691,0.82908025
51670,Hopewell,2023,22944,17086,0.74468271
51680,Lynchburg,2023,79255,63949,0.80687654
51683,Manassas,2023,42674,31145,0.72983550
51685,Manassas Park,2023,16923,12824,0.75778526
51700,Newport News,2023,184774,141720,0.76699103
51710,Norfolk,2023,235037,186947,0.79539392
51730,Petersburg,2023,33365,25705,0.77041810
51735,Poquoson,2023,12556,9684,0.77126473
51740,Portsmouth,2023,97299,74735,0.76809628
51750,Radford,2023,16505,14467,0.87652227
51760,Richmond,2023,227595,187532,0.82397241
51770,Roanoke,2023,98677,76346,0.77369600
51775,Salem,2023,25477,20643,0.81026023
51790,Staunton,2023,25765,20828,0.80838347
51800,Suffolk,2023,96638,73761,0.76327118
51810,Virginia Beach,2023,457066,356060,0.77901222
51820,Waynesboro,2023,22574,17483,0.77447506
51830,Williamsburg,2023,15564,13936,0.89539964
51840,Winchester,2023,27981,21705,0.77570494
53003,Asotin,2023,22424,18031,0.80409383
53005,Benton,2023,210224,154720,0.73597686
53007,Chelan,2023,79518,61401,0.77216479
53011,Clark,2023,510516,392420,0.76867326
53015,Cowlitz,2023,111539,86297,0.77369351
53017,Douglas,2023,43733,32768,0.74927400
53021,Franklin,2023,97676,66970,0.68563414
53033,King,2023,2262713,1815592,0.80239606
53035,Kitsap,2023,276581,221457,0.80069491
53053,Pierce,2023,924106,709667,0.76794978
53057,Skagit,2023,130407,102843,0.78863098
53059,Skamania,2023,12276,10192,0.83023786
53061,Snohomish,2023,834648,648013,0.77639077
53063,Spokane,2023,544323,425898,0.78243616
53065,Stevens,2023,47470,37366,0.78714978
53067,Thurston,2023,296640,234047,0.78899339
53071,Walla Walla,2023,62102,49217,0.79251876
53073,Whatcom,2023,228432,185313,0.81123923
53077,Yakima,2023,256605,181508,0.70734397
54003,Berkeley,2023,126165,96931,0.76828756
54005,Boone,2023,21312,16908,0.79335586
54009,Brooke,2023,22053,18240,0.82709835
54011,Cabell,2023,93300,74835,0.80209003
54015,Clay,2023,7946,6194,0.77951170
54019,Fayette,2023,39987,31753,0.79408308
54027,Hampshire,2023,23340,19071,0.81709512
54029,Hancock,2023,28658,23304,0.81317608
54035,Jackson,2023,27753,21738,0.78326667
54037,Jefferson,2023,58546,45973,0.78524579
54039,Kanawha,2023,178198,142591,0.80018294
54043,Lincoln,2023,20170,15693,0.77803669
54051,Marshall,2023,30129,24398,0.80978459
54057,Mineral,2023,26922,21557,0.80072060
54061,Monongalia,2023,106520,89287,0.83821817
54065,Morgan,2023,17327,14302,0.82541698
54069,Ohio,2023,41904,33668,0.80345552
54077,Preston,2023,34204,28066,0.82054730
54079,Putnam,2023,57250,44778,0.78214847
54081,Raleigh,2023,73666,58104,0.78874922
54099,Wayne,2023,38498,30583,0.79440490
54105,Wirt,2023,5131,4035,0.78639641
54107,Wood,2023,83829,66204,0.78975056
55009,Brown,2023,269425,206673,0.76708917
55015,Calumet,2023,52626,40657,0.77256489
55017,Chippewa,2023,66558,52132,0.78325671
55021,Columbia,2023,58322,46191,0.79199959
55025,Dane,2023,564777,451869,0.80008393
55031,Douglas,2023,44197,35666,0.80697785
55035,Eau Claire,2023,106328,85009,0.79949778
55039,Fond du Lac,2023,104053,81868,0.78679135
55045,Green,2023,37036,28937,0.78132088
55049,Iowa,2023,23832,18620,0.78130245
55059,Kenosha,2023,168413,131217,0.77913819
55061,Kewaunee,2023,20621,16278,0.78938946
55063,La Crosse,2023,120262,96670,0.80382831
55069,Lincoln,2023,28403,23283,0.81973735
55073,Marathon,2023,138067,106762,0.77326226
55079,Milwaukee,2023,927656,706106,0.76117224
55083,Oconto,2023,39329,31488,0.80063058
55087,Outagamie,2023,191537,147114,0.76807092
55089,Ozaukee,2023,92345,72871,0.78911690
55093,Pierce,2023,42351,33673,0.79509339
55101,Racine,2023,196888,151746,0.77072244
55105,Rock,2023,163944,126772,0.77326404
55109,St. Croix,2023,94819,71937,0.75867706
55117,Sheboygan,2023,117783,92152,0.78238795
55131,Washington,2023,137320,108067,0.78697204
55133,Waukesha,2023,409040,322286,0.78790827
55139,Winnebago,2023,171357,136375,0.79585310
56021,Laramie,2023,100661,77791,0.77280178
56025,Natrona,2023,79735,60699,0.76125917
