GEOID,state,county,svi_2022,svi_population
39025,Ohio,Clermont County,0.1479,208851
39035,Ohio,Cuyahoga County,0.7305,1256620
39041,Ohio,Delaware County,0.0239,216074
39045,Ohio,Fairfield County,0.196,159371
39049,Ohio,Franklin County,0.6497,1318149
39051,Ohio,Fulton County,0.0585,42602
39055,Ohio,Geauga County,0.0961,95455
39057,Ohio,Greene County,0.1658,167567
39061,Ohio,Hamilton County,0.5908,827671
39073,Ohio,Hocking County,0.4976,28104
39081,Ohio,Jefferson County,0.433,65280
39085,Ohio,Lake County,0.1438,232236
39087,Ohio,Lawrence County,0.3672,57994
39089,Ohio,Licking County,0.2256,178844
39093,Ohio,Lorain County,0.4499,313101
39095,Ohio,Lucas County,0.678,430014
39097,Ohio,Madison County,0.195,43961
39099,Ohio,Mahoning County,0.6179,227979
39103,Ohio,Medina County,0.0111,182347
39109,Ohio,Miami County,0.0643,108818
39113,Ohio,Montgomery County,0.6904,536121
39117,Ohio,Morrow County,0.1486,35049
39123,Ohio,Ottawa County,0.105,40367
39127,Ohio,Perry County,0.3688,35451
39129,Ohio,Pickaway County,0.3592,58809
39133,Ohio,Portage County,0.3293,161217
39139,Ohio,Richland County,0.5329,125008
39151,Ohio,Stark County,0.3147,374199
39153,Ohio,Summit County,0.4407,539361
39155,Ohio,Trumbull County,0.5533,201749
39159,Ohio,Union County,0.0172,63411
39165,Ohio,Warren County,0.0461,243189
39173,Ohio,Wood County,0.1562,131564
40017,Oklahoma,Canadian County,0.3433,156681
40027,Oklahoma,Cleveland County,0.5527,295060
40031,Oklahoma,Comanche County,0.9211,121777
40033,Oklahoma,Cotton County,0.3859,5537
40037,Oklahoma,Creek County,0.5205,72076
40047,Oklahoma,Garfield County,0.7706,62456
40051,Oklahoma,Grady County,0.434,55314
40081,Oklahoma,Lincoln County,0.4101,33734
40083,Oklahoma,Logan County,0.3003,49919
40087,Oklahoma,McClain County,0.2991,42393
40109,Oklahoma,Oklahoma County,0.8431,795822
40111,Oklahoma,Okmulgee County,0.922,36900
40113,Oklahoma,Osage County,0.6207,46004
40117,Oklahoma,Pawnee County,0.4979,15682
40131,Oklahoma,Rogers County,0.3878,95870
40135,Oklahoma,Sequoyah County,0.8183,39538
40143,Oklahoma,Tulsa County,0.7846,668923
40145,Oklahoma,Wagoner County,0.4489,82269
41003,Oregon,Benton County,0.5005,95615
41005,Oregon,Clackamas County,0.3023,420925
41009,Oregon,Columbia County,0.2453,52865
41017,Oregon,Deschutes County,0.2634,199352
41029,Oregon,Jackson County,0.7025,222604
41033,Oregon,Josephine County,0.7817,87994
41039,Oregon,Lane County,0.7375,382218
41043,Oregon,Linn County,0.6586,128598
41047,Oregon,Marion County,0.902,345815
41051,Oregon,Multnomah County,0.5927,808098
41053,Oregon,Polk County,0.6395,87600
41067,Oregon,Washington County,0.3703,599541
41071,Oregon,Yamhill County,0.7232,107674
42001,Pennsylvania,Adams County,0.21,104604
42003,Pennsylvania,Allegheny County,0.314,1245310
42005,Pennsylvania,Armstrong County,0.132,65538
42007,Pennsylvania,Beaver County,0.2386,167629
42011,Pennsylvania,Berks County,0.6659,428483
42013,Pennsylvania,Blair County,0.3108,122640
42017,Pennsylvania,Bucks County,0.1317,645163
42019,Pennsylvania,Butler County,0.0786,194562
42021,Pennsylvania,Cambria County,0.3605,133263
42025,Pennsylvania,Carbon County,0.2895,65018
42027,Pennsylvania,Centre County,0.3344,158665
42029,Pennsylvania,Chester County,0.1244,536474
42037,Pennsylvania,Columbia County,0.2813,64924
42041,Pennsylvania,Cumberland County,0.2068,261269
42043,Pennsylvania,Dauphin County,0.5476,286108
42045,Pennsylvania,Delaware County,0.5654,575312
42049,Pennsylvania,Erie County,0.6242,270495
42051,Pennsylvania,Fayette County,0.5224,128417
42055,Pennsylvania,Franklin County,0.3194,156084
42069,Pennsylvania,Lackawanna County,0.5558,215672
42071,Pennsylvania,Lancaster County,0.5399,553202
42075,Pennsylvania,Lebanon County,0.6176,143258
42077,Pennsylvania,Lehigh County,0.734,374110
42079,Pennsylvania,Luzerne County,0.6942,325396
42081,Pennsylvania,Lycoming County,0.5091,114022
42085,Pennsylvania,Mercer County,0.5278,110600
42089,Pennsylvania,Monroe County,0.4136,168128
42091,Pennsylvania,Montgomery County,0.2119,856399
42093,Pennsylvania,Montour County,0.3818,18165
42095,Pennsylvania,Northampton County,0.4038,314299
42099,Pennsylvania,Perry County,0.1737,45941
42101,Pennsylvania,Philadelphia County,0.9465,1593208
42103,Pennsylvania,Pike County,0.2405,58996
42125,Pennsylvania,Washington County,0.1648,209631
42129,Pennsylvania,Westmoreland County,0.1091,354414
42131,Pennsylvania,Wyoming County,0.0872,26219
42133,Pennsylvania,York County,0.3379,457051
44001,Rhode Island,Bristol County,0.1327,50658
44003,Rhode Island,Kent County,0.2116,170168
44005,Rhode Island,Newport County,0.2787,85442
44007,Rhode Island,Providence County,0.8097,657984
44009,Rhode Island,Washington County,0.1324,129998
45003,South Carolina,Aiken County,0.6322,169865
45007,South Carolina,Anderson County,0.6303,204592
45013,South Carolina,Beaufort County,0.469,189071
45015,South Carolina,Berkeley County,0.5447,231419
45017,South Carolina,Calhoun County,0.7273,14145
45019,South Carolina,Charleston County,0.4343,409840
45023,South Carolina,Chester County,0.7047,32171
45027,South Carolina,Clarendon County,0.9691,31163
45031,South Carolina,Darlington County,0.8921,63025
45035,South Carolina,Dorchester County,0.6306,162139
45037,South Carolina,Edgefield County,0.8476,26181
45039,South Carolina,Fairfield County,0.8893,20942
45041,South Carolina,Florence County,0.8256,137015
45045,South Carolina,Greenville County,0.6246,528251
45051,South Carolina,Horry County,0.7022,356578
45053,South Carolina,Jasper County,0.8829,29444
45055,South Carolina,Kershaw County,0.4782,65779
45057,South Carolina,Lancaster County,0.4575,97611
45059,South Carolina,Laurens County,0.8947,67456
45063,South Carolina,Lexington County,0.4855,295934
45077,South Carolina,Pickens County,0.5717,131106
45079,South Carolina,Richland County,0.7922,416161
45081,South Carolina,Saluda County,0.8228,18952
45083,South Carolina,Spartanburg County,0.7486,330119
45085,South Carolina,Sumter County,0.8762,105199
45091,South Carolina,York County,0.3436,282987
46083,South Dakota,Lincoln County,0.0309,65801
46087,South Dakota,McCook County,0.0366,5714
46093,South Dakota,Meade County,0.1744,29970
46099,South Dakota,Minnehaha County,0.3748,197742
46103,South Dakota,Pennington County,0.5539,110386
46125,South Dakota,Turner County,0.0725,8687
46127,South Dakota,Union County,0.0627,16700
47001,Tennessee,Anderson County,0.6363,77337
47009,Tennessee,Blount County,0.2313,135951
47011,Tennessee,Bradley County,0.6726,108859
47013,Tennessee,Campbell County,0.7143,39397
47015,Tennessee,Cannon County,0.2739,14481
47019,Tennessee,Carter County,0.6666,56315
47021,Tennessee,Cheatham County,0.1995,41184
47023,Tennessee,Chester County,0.4553,17392
47033,Tennessee,Crockett County,0.7203,13955
47037,Tennessee,Davidson County,0.7171,709786
47043,Tennessee,Dickson County,0.2316,54563
47047,Tennessee,Fayette County,0.3668,42228
47053,Tennessee,Gibson County,0.7833,50455
47057,Tennessee,Grainger County,0.6128,23648
47063,Tennessee,Hamblen County,0.8591,64531
47065,Tennessee,Hamilton County,0.5635,367193
47073,Tennessee,Hawkins County,0.5555,57107
47089,Tennessee,Jefferson County,0.4954,55017
47093,Tennessee,Knox County,0.3738,481406
47105,Tennessee,Loudon County,0.1715,55507
47111,Tennessee,Macon County,0.5686,25365
47113,Tennessee,Madison County,0.8969,98644
47115,Tennessee,Marion County,0.4951,28852
47119,Tennessee,Maury County,0.2214,102002
47125,Tennessee,Montgomery County,0.5997,222305
47129,Tennessee,Morgan County,0.6122,21124
47139,Tennessee,Polk County,0.5157,17620
47145,Tennessee,Roane County,0.3083,53777
47147,Tennessee,Robertson County,0.279,73297
47149,Tennessee,Rutherford County,0.4267,343727
47153,Tennessee,Sequatchie County,0.504,16065
47157,Tennessee,Shelby County,0.8708,926440
47159,Tennessee,Smith County,0.4146,20034
47161,Tennessee,Stewart County,0.3885,13724
47163,Tennessee,Sullivan County,0.4839,158722
47165,Tennessee,Sumner County,0.2927,196845
47167,Tennessee,Tipton County,0.4158,61116
47169,Tennessee,Trousdale County,0.2157,11596
47171,Tennessee,Unicoi County,0.5371,17845
47173,Tennessee,Union County,0.3783,19860
47179,Tennessee,Washington County,0.5857,133282
47187,Tennessee,Williamson County,0.0165,248897
47189,Tennessee,Wilson County,0.175,149096
48009,Texas,Archer County,0.2657,8649
48011,Texas,Armstrong County,0.0865,1912
48013,Texas,Atascosa County,0.8664,49403
48015,Texas,Austin County,0.7133,30406
48019,Texas,Bandera County,0.5899,21182
48021,Texas,Bastrop County,0.7566,98435
48027,Texas,Bell County,0.937,372821
48029,Texas,Bexar County,0.9192,2014059
48037,Texas,Bowie County,0.8766,92747
48039,Texas,Brazoria County,0.6519,374600
48041,Texas,Brazos County,0.804,234548
48051,Texas,Burleson County,0.5049,17958
48055,Texas,Caldwell County,0.8956,46141
48059,Texas,Callahan County,0.2956,13869
48061,Texas,Cameron County,0.9844,421854
48065,Texas,Carson County,0.083,5801
48071,Texas,Chambers County,0.4798,47037
48077,Texas,Clay County,0.1772,10290
48085,Texas,Collin County,0.2997,1079153
48091,Texas,Comal County,0.2749,165201
48099,Texas,Coryell County,0.833,82927
48107,Texas,Crosby County,0.9504,5157
48113,Texas,Dallas County,0.8925,2604053
48121,Texas,Denton County,0.3796,914870
48135,Texas,Ector County,0.9421,162300
48139,Texas,Ellis County,0.5695,195509
48141,Texas,El Paso County,0.9825,863832
48145,Texas,Falls County,0.972,17013
48157,Texas,Fort Bend County,0.4515,832607
48167,Texas,Galveston County,0.7378,350801
48175,Texas,Goliad County,0.5243,7092
48181,Texas,Grayson County,0.6888,137008
48183,Texas,Gregg County,0.8731,124245
48187,Texas,Guadalupe County,0.5256,173828
48199,Texas,Hardin County,0.6465,56576
48201,Texas,Harris County,0.9201,4726177
48203,Texas,Harrison County,0.9036,69098
48209,Texas,Hays County,0.6723,245351
48215,Texas,Hidalgo County,0.9841,873167
48229,Texas,Hudspeth County,0.9943,3329
48231,Texas,Hunt County,0.8746,101596
48235,Texas,Irion County,0.2962,1561
48245,Texas,Jefferson County,0.9723,254942
48251,Texas,Johnson County,0.6284,182690
48253,Texas,Jones County,0.5829,19758
48257,Texas,Kaufman County,0.7089,149773
48259,Texas,Kendall County,0.3411,45376
48281,Texas,Lampasas County,0.658,21829
48291,Texas,Liberty County,0.9739,93523
48303,Texas,Lubbock County,0.8422,311509
48305,Texas,Lynn County,0.6898,5619
48309,Texas,McLennan County,0.8861,261090
48317,Texas,Martin County,0.5966,5228
48325,Texas,Medina County,0.741,51432
48329,Texas,Midland County,0.7397,169393
48339,Texas,Montgomery County,0.5212,629989
48355,Texas,Nueces County,0.9351,353245
48359,Texas,Oldham County,0.392,2171
48361,Texas,Orange County,0.6853,84761
48367,Texas,Parker County,0.2638,151188
48375,Texas,Potter County,0.9889,117905
48381,Texas,Randall County,0.3519,141489
48395,Texas,Robertson County,0.8546,16912
48397,Texas,Rockwall County,0.1164,110631
48401,Texas,Rusk County,0.7973,52755
48409,Texas,San Patricio County,0.9249,68942
48423,Texas,Smith County,0.8234,234667
48431,Texas,Sterling County,0.1419,1392
48439,Texas,Tarrant County,0.7585,2113854
48441,Texas,Taylor County,0.7591,143029
48451,Texas,Tom Green County,0.8113,119276
48453,Texas,Travis County,0.5702,1289054
48459,Texas,Upshur County,0.6017,41261
48469,Texas,Victoria County,0.9198,91209
48473,Texas,Waller County,0.8317,57463
48479,Texas,Webb County,0.9831,267282
48485,Texas,Wichita County,0.8167,129584
48491,Texas,Williamson County,0.3207,617396
48493,Texas,Wilson County,0.2972,50381
48497,Texas,Wise County,0.5422,70062
49003,Utah,Box Elder County,0.1215,58291
49005,Utah,Cache County,0.3478,134428
49011,Utah,Davis County,0.0678,363032
49023,Utah,Juab County,0.0659,11943
49029,Utah,Morgan County,0.0,12367
49035,Utah,Salt Lake County,0.4512,1180643
49045,Utah,Tooele County,0.1766,74032
49049,Utah,Utah County,0.2555,666021
49053,Utah,Washington County,0.3875,183297
49057,Utah,Weber County,0.3471,262960
50007,Vermont,Chittenden County,0.2205,168309
50011,Vermont,Franklin County,0.1219,50101
50013,Vermont,Grand Isle County,0.006,7335
51003,Virginia,Albemarle County,0.2469,112513
51007,Virginia,Amelia County,0.3853,13309
51009,Virginia,Amherst County,0.4022,31426
51011,Virginia,Appomattox County,0.1441,16253
51013,Virginia,Arlington County,0.1597,235845
51015,Virginia,Augusta County,0.2129,77433
51019,Virginia,Bedford County,0.0853,79761
51023,Virginia,Botetourt County,0.013,33734
51031,Virginia,Campbell County,0.4152,55518
51036,Virginia,Charles City County,0.2685,6760
51041,Virginia,Chesterfield County,0.2943,366019
51043,Virginia,Clarke County,0.0598,14882
51045,Virginia,Craig County,0.0589,4898
51047,Virginia,Culpeper County,0.4327,52822
51053,Virginia,Dinwiddie County,0.3261,28057
51059,Virginia,Fairfax County,0.2412,1145354
51061,Virginia,Fauquier County,0.0732,73290
51065,Virginia,Fluvanna County,0.0582,27442
51067,Virginia,Franklin County,0.321,54838
51069,Virginia,Frederick County,0.2545,92007
51071,Virginia,Giles County,0.1037,16711
51073,Virginia,Gloucester County,0.0344,38875
51075,Virginia,Goochland County,0.0592,24906
51079,Virginia,Greene County,0.2199,20631
51085,Virginia,Hanover County,0.0274,110513
51087,Virginia,Henrico County,0.3414,333120
51093,Virginia,Isle of Wight County,0.2243,38898
51095,Virginia,James City County,0.1763,78818
51097,Virginia,King and Queen County,0.1973,6681
51101,Virginia,King William County,0.0334,17845
51107,Virginia,Loudoun County,0.1059,420773
51113,Virginia,Madison County,0.1594,13828
51115,Virginia,Mathews County,0.1002,8537
51121,Virginia,Montgomery County,0.2873,99373
51125,Virginia,Nelson County,0.2536,14773
51127,Virginia,New Kent County,0.0025,23296
51145,Virginia,Powhatan County,0.0022,30503
51149,Virginia,Prince George County,0.3805,42634
51153,Virginia,Prince William County,0.4117,481114
51155,Virginia,Pulaski County,0.2011,33841
51157,Virginia,Rappahannock County,0.0573,7422
51161,Virginia,Roanoke County,0.1333,96653
51165,Virginia,Rockingham County,0.2526,83905
51169,Virginia,Scott County,0.4712,21536
51175,Virginia,Southampton County,0.4279,18003
51177,Virginia,Spotsylvania County,0.2654,141097
51179,Virginia,Stafford County,0.2428,157606
51183,Virginia,Sussex County,0.7385,10866
51187,Virginia,Warren County,0.496,40800
51191,Virginia,Washington County,0.2549,53985
51199,Virginia,York County,0.1543,70238
51510,Virginia,Alexandria City,0.3178,157594
51520,Virginia,Bristol City,0.7696,17036
51540,Virginia,Charlottesville City,0.5727,46289
51550,Virginia,Chesapeake City,0.4149,249377
51570,Virginia,Colonial Heights City,0.5651,18158
51600,Virginia,Fairfax City,0.3551,24242
51610,Virginia,Falls Church City,0.2189,14576
51620,Virginia,Franklin City,0.7938,8194
51630,Virginia,Fredericksburg City,0.7636,28258
51650,Virginia,Hampton City,0.748,137217
51660,Virginia,Harrisonburg City,0.8648,51784
51670,Virginia,Hopewell City,0.8801,23046
51680,Virginia,Lynchburg City,0.7066,79166
51683,Virginia,Manassas City,0.4884,42620
51685,Virginia,Manassas Park City,0.6532,17123
51700,Virginia,Newport News City,0.8406,185118
51710,Virginia,Norfolk City,0.8594,236973
51730,Virginia,Petersburg City,0.9733,33261
51735,Virginia,Poquoson City,0.0038,12479
51740,Virginia,Portsmouth City,0.8355,97384
51750,Virginia,Radford City,0.3408,16379
51760,Virginia,Richmond City,0.8333,227171
51770,Virginia,Roanoke City,0.8521,99213
51775,Virginia,Salem City,0.3248,25372
51790,Virginia,Staunton City,0.6048,25581
51800,Virginia,Suffolk City,0.4788,94856
51810,Virginia,Virginia Beach City,0.307,457900
51820,Virginia,Waynesboro City,0.7601,22341
51830,Virginia,Williamsburg City,0.3802,15486
51840,Virginia,Winchester City,0.9033,28103
53003,Washington,Asotin County,0.4283,22370
53005,Washington,Benton County,0.6405,207560
53007,Washington,Chelan County,0.7999,79076
53011,Washington,Clark County,0.4257,504091
53015,Washington,Cowlitz County,0.7124,110621
53017,Washington,Douglas County,0.8116,43189
53021,Washington,Franklin County,0.9147,96692
53033,Washington,King County,0.3761,2254371
53035,Washington,Kitsap County,0.3334,275411
53053,Washington,Pierce County,0.5434,918993
53057,Washington,Skagit County,0.5982,129480
53059,Washington,Skamania County,0.2345,12118
53061,Washington,Snohomish County,0.3557,828337
53063,Washington,Spokane County,0.5638,538711
53065,Washington,Stevens County,0.4652,46774
53067,Washington,Thurston County,0.3939,294272
53071,Washington,Walla Walla County,0.8078,62150
53073,Washington,Whatcom County,0.5002,226523
53077,Washington,Yakima County,0.9647,256143
54003,West Virginia,Berkeley County,0.2704,123283
54005,West Virginia,Boone County,0.4003,21705
54009,West Virginia,Brooke County,0.378,22349
54011,West Virginia,Cabell County,0.7276,93965
54015,West Virginia,Clay County,0.538,8049
54019,West Virginia,Fayette County,0.7019,40545
54027,West Virginia,Hampshire County,0.4699,23275
54029,West Virginia,Hancock County,0.2969,28907
54035,West Virginia,Jackson County,0.2934,27868
54037,West Virginia,Jefferson County,0.217,58043
54039,West Virginia,Kanawha County,0.5339,179895
54043,West Virginia,Lincoln County,0.3983,20410
54051,West Virginia,Marshall County,0.2167,30509
54057,West Virginia,Mineral County,0.2135,26957
54061,West Virginia,Monongalia County,0.3325,105988
54065,West Virginia,Morgan County,0.1759,17237
54069,West Virginia,Ohio County,0.4741,42224
54077,West Virginia,Preston County,0.4591,34206
54079,West Virginia,Putnam County,0.077,57347
54081,West Virginia,Raleigh County,0.7887,74303
54099,West Virginia,Wayne County,0.3694,38933
54105,West Virginia,Wirt County,0.2552,5202
54107,West Virginia,Wood County,0.3869,84272
55009,Wisconsin,Brown County,0.3007,268393
55015,Wisconsin,Calumet County,0.0115,52361
55017,Wisconsin,Chippewa County,0.1056,66254
55021,Wisconsin,Columbia County,0.0993,58272
55025,Wisconsin,Dane County,0.1855,559891
55031,Wisconsin,Douglas County,0.2946,44092
55035,Wisconsin,Eau Claire County,0.1616,105697
55039,Wisconsin,Fond du Lac County,0.1887,104027
55045,Wisconsin,Green County,0.0684,37066
55049,Wisconsin,Iowa County,0.0051,23766
55059,Wisconsin,Kenosha County,0.5215,168693
55061,Wisconsin,Kewaunee County,0.0064,20570
55063,Wisconsin,La Crosse County,0.182,120216
55069,Wisconsin,Lincoln County,0.1775,28402
55073,Wisconsin,Marathon County,0.1473,137820
55079,Wisconsin,Milwaukee County,0.8276,933063
55083,Wisconsin,Oconto County,0.0204,39048
55087,Wisconsin,Outagamie County,0.0671,190611
55089,Wisconsin,Ozaukee County,0.0395,91745
55093,Wisconsin,Pierce County,0.0216,42187
55101,Wisconsin,Racine County,0.4674,197068
55105,Wisconsin,Rock County,0.2988,163817
55109,Wisconsin,St. Croix County,0.0086,93752
55117,Wisconsin,Sheboygan County,0.16,117741
55131,Wisconsin,Washington County,0.008,136842
55133,Wisconsin,Waukesha County,0.0191,407290
55139,Wisconsin,Winnebago County,0.1549,171197
56021,Wyoming,Laramie County,0.2514,100316
56025,Wyoming,Natrona County,0.3987,79506
